Company,Website,Industry,HQ,Employees,Revenue_Cr,Logistics_Spend_Cr,Tier,Account_Type,Key_Locations
"Hengxing India (Seamless)",,"Steel & Metals","Mumbai",500,2000,30,Tier2,Penetration,"Kutch (GJ)"
"Waterbase Ltd",,"Agri & Food","Chennai",800,1500,30,Tier2,Penetration,"Nellore (AP), Bhimavaram"
"Catch (DS Group)",,"FMCG","Noida",1000,800,30,Tier2,Penetration,"Noida (UP), Kosi (UP)"
"Uttam Galva Metaliks",,"Steel & Metals","Mumbai",1800,4000,30,Tier2,Penetration,"Khopoli (MH), Wardha (MH)"
"Cochin Shipyard",,"Steel & Metals","Kochi",,,30,Tier2,Penetration,"Kochi"
"JSW (Ferro)",,"Steel & Metals","Mumbai",500,1000,30,Tier2,Expansion,"Vijayanagar (KA)"
"Elgi Rubber",,"Chemical","Coimbatore",1200,800,30,Tier2,Expansion,"Coimbatore (TN), Ranipet"
"Swiggy (Instamart)",,"FMCG","Bangalore",3000,2000,30,Tier2,Penetration,"Metro hubs"
"Patel Integrated",,"Other","Mumbai",1200,700,30,Tier2,Penetration,"Pan-India"
"Rungta Mines (Sponge)",,"Steel & Metals","Kolkata",1000,1200,30,Tier2,Penetration,"Barbil (OD), Raigarh (CG)"
"Tiki Tar Industries",,"Other","Mumbai",600,800,30,Tier2,Expansion,"Mumbai, Delhi, Bangalore, Hyderabad"
"Apollo Pipes",,"Cement","Delhi",1500,1200,30,Tier2,Expansion,"Dadri (UP), Ahmedabad (GJ), Tumkur (KA)"
"Sunflag Iron",,"Steel & Metals","Nagpur",1500,3000,30,Tier2,Expansion,"Bhandara (MH)"
"Rajdhani (Chana Dal)",,"FMCG","Delhi",600,800,30,Tier2,Penetration,"Delhi, Indore (MP)"
"N.K. Proteins",,"FMCG","Gondal",600,800,30,Tier2,Penetration,"Gondal (GJ), Rajkot"
"Knauf India",,"Cement","Mumbai",600,1200,30,Tier2,Expansion,"Bhuj (GJ), Raipur (CG)"
"Modi Naturals",,"FMCG","Delhi",600,800,30,Tier2,Penetration,"Pilibhit (UP), Bareilly"
"DCM (Nylon)",,"Chemical","Delhi",1000,800,30,Tier2,Penetration,"Kota (RJ)"
"Sika India (Waterproof)",,"Other","Zurich",600,800,30,Tier2,Penetration,"Bangalore, Ahmedabad, Kolkata"
"Kamani Oils",,"FMCG","Alwar",500,800,30,Tier2,Penetration,"Alwar (RJ), Kota"
"Sree Rayalaseema",,"Chemical","Kurnool",1500,1000,30,Tier2,Penetration,"Kurnool (AP), Adoni"
"Cabot India",,"Chemical","",500,2000,30,Tier2,Penetration,"Mumbai"
"L&T (Scrap Sale)",,"Steel & Metals","Mumbai",,,30,Tier2,Penetration,"Pan-India"
"Patanjali (Tea)",,"Agri & Food","Haridwar",1000,800,30,Tier2,Penetration,"Haridwar, Assam"
"Sethia Oils",,"FMCG","Jalgaon",500,800,30,Tier2,Penetration,"Jalgaon (MH), Indore (MP)"
"Akay Flavours",,"Agri & Food","Cochin",600,800,30,Tier2,Penetration,"Cochin (KL), Mangalore"
"Mundra/Kandla Port",,"Cement","Gujarat",,,30,Tier2,Penetration,"Gujarat ports"
"Catch (DS Group)",,"Agri & Food","Noida",1000,800,30,Tier2,Penetration,"Noida (UP), Kosi"
"McCormick India",,"Agri & Food","",600,800,30,Tier2,Penetration,"Mumbai, Bangalore"
"Chevron India",,"Other","Mumbai",200,800,30,Tier2,Penetration,"Mumbai"
"CAMPCO",,"Agri & Food","Mangalore",1500,800,30,Tier2,Penetration,"Karnataka, Kerala"
"Panama Petrochem",,"Other","Mumbai",500,800,30,Tier2,Penetration,"Mumbai, Vapi (GJ)"
"Fuchs India",,"Other","",400,800,30,Tier2,Penetration,"Pune (MH), Chandigarh"
"Indian Rare Earths",,"Other","Mumbai",2500,800,30,Tier2,Penetration,"Kerala, TN, Odisha"
"Vesuvius India",,"Other","",800,800,30,Tier2,Penetration,"Jamshedpur (JH), Kolkata"
"Leoni Cables",,"Auto & Engineering","",800,1000,30,Tier2,Penetration,"Chennai, Pune"
"Somany Ceramics",,"Cement","Delhi",,2500,30,Tier2,Expansion,"Morbi, Kassar (HR), Kadi (GJ)"
"Tide Water Oil",,"Other","Kolkata",800,1000,30,Tier2,Expansion,"Chennai (TN), Kolkata"
"Nuziveedu Seeds",,"Agri & Food","Hyderabad",1100,2500,30,Tier2,Expansion,"Hyderabad (TS), Dhavaleswaram (AP), Bangalore"
"Oberoi Hotels",,"Cement","Delhi",,,30,Tier2,Penetration,"Pan-India"
"PNC Infratech",,"Steel & Metals","Agra",,,30,Tier2,Penetration,"Pan-India projects"
"Ador Welding",,"Steel & Metals","Mumbai",1200,800,30,Tier2,Penetration,"Pune (MH), Chennai (TN), Raipur"
"L&T (Buyer)",,"Chemical","Mumbai",,,30,Tier2,Penetration,"Pan-India"
"Lafarge Holcim RMC",,"Cement","Mumbai",800,1200,30,Tier2,Penetration,"Pan-India"
"Kiswire India",,"Steel & Metals","",400,800,30,Tier2,Penetration,"Chennai (TN)"
"D.P. Wires",,"Steel & Metals","Raipur",1200,800,30,Tier2,Expansion,"Raipur (CG), Ludhiana (PB)"
"Precision Wires India",,"Steel & Metals","Mumbai",700,800,30,Tier2,Penetration,"Nashik (MH), Silvassa"
"Aker Solutions India",,"Other","Norway",400,1200,30,Tier2,Penetration,"Mumbai"
"Rungta Mines/Steel",,"Steel & Metals","Kolkata",1500,3500,30,Tier2,Penetration,"Barbil (OD), Giridih (JH)"
"JTL Industries",,"Steel & Metals","Chandigarh",400,800,30,Tier2,Penetration,"Baddi (HP)"
"NTPC (FGD Gypsum)",,"Cement","Delhi",100,200,29,Tier2,Penetration,"Power plants"
"GSECL",,"Cement","Vadodara",6000,,29,Tier2,Expansion,"Ukai, Gandhinagar, Wanakbori, Sikka, Dhuvaran"
"Astral Adhesives",,"Chemical","Ahmedabad",1000,1800,29,Tier2,Expansion,"Santej (GJ), Hosur (TN), Haridwar (UK)"
"Dow Silicones India",,"Chemical","Mumbai",600,1500,29,Tier2,Penetration,"Bangalore"
"Century Aluminium",,"Steel & Metals","Silvassa",800,1200,29,Tier2,Expansion,"Silvassa, Bhiwadi, Bangalore"
"NALCO",,"Chemical","Bhubaneswar",,,29,Tier2,Penetration,"Angul (OD)"
"Dalmia Cement (Buyer)",,"Cement","Delhi",,,29,Tier2,Penetration,"Pan-India"
"Gujarat Sidhee Cement",,"Other","Ahmedabad",1500,1200,29,Tier2,Penetration,"Veraval (GJ), Porbandar"
"Nutreco (Skretting)",,"Agri & Food","Mumbai",500,1200,29,Tier2,Penetration,"Nellore (AP), Bhimavaram"
"JSPL (Buyer)",,"Chemical","Delhi",,,29,Tier2,Penetration,"Angul, Raigarh"
"Srikalahasthi Pipes",,"Steel & Metals","Chennai",800,2000,29,Tier2,Penetration,"Srikalahasti (AP)"
"RHI Magnesita India",,"Cement","Austria",,2500,28,Tier2,Expansion,"Raigad (MH), Bhiwadi (RJ), Vizag"
"Goodyear India",,"Auto & Engineering","Gurugram",,2500,28,Tier2,Expansion,"Ballabgarh (HR)"
"Oxbow Carbon",,"Other","",150,4000,28,Tier2,Penetration,"Vizag, Mundra"
"India Cements (Fuel)",,"Other","Chennai",1000,4000,28,Tier2,Penetration,"Tamil Nadu, AP"
"Gujarat Narmada Fertilizers",,"Chemical","Bharuch",1000,2000,28,Tier2,Expansion,"Bharuch (GJ)"
"Oriental Aromatics",,"Chemical","Mumbai",600,800,28,Tier2,Penetration,"Vadodara (GJ), Bareilly (UP)"
"Thomson (SPPL)",,"FMCG","Noida",400,800,28,Tier2,Penetration,"Greater Noida (UP)"
"Pioneer Agro",,"Agri & Food","Namakkal",2000,1200,28,Tier2,Penetration,"Namakkal (TN), Erode"
"Harrisons Malayalam",,"Chemical","Kochi",15000,1200,28,Tier2,Expansion,"Kerala (Kottayam, Idukki), TN"
"Cimmco (Titagarh)",,"Steel & Metals","Jaipur",1200,800,27,Tier2,Expansion,"Bharatpur (RJ)"
"Excel Crop Care",,"Chemical","Ahmedabad",700,800,27,Tier2,Penetration,"Bhavnagar (GJ), Ahmedabad, Silvassa"
"Knorr-Bremse India",,"Steel & Metals","",600,800,27,Tier2,Penetration,"Pune (MH)"
"Venator (Kronos)",,"Chemical","Mumbai",100,1500,27,Tier2,Penetration,"Import/"
"Nippon Steel India (Tubes)",,"Steel & Metals","Delhi",600,2000,27,Tier2,Penetration,"Bawal (HR)"
"Panacea Biotec",,"FMCG","Delhi",3000,1500,27,Tier2,Penetration,"Baddi (HP), Lalru (PB)"
"Garden Reach",,"Steel & Metals","Kolkata",,,27,Tier2,Penetration,"Kolkata"
"PHI Seeds (Corteva)",,"Agri & Food","",600,2000,27,Tier2,Penetration,"Hyderabad"
"RRVUNL",,"Cement","Jaipur",6000,,26,Tier2,Penetration,"Kota, Suratgarh, Chhabra"
"Brugg Cables",,"Auto & Engineering","",300,800,26,Tier2,Penetration,"Silvassa"
"Rasi Seeds",,"Agri & Food","Attur",900,2200,26,Tier2,Expansion,"Attur (TN), Bellary (KA)"
"Tirumala Milk",,"FMCG","Hyderabad",1200,2500,26,Tier2,Penetration,"Hyderabad, Vijayawada, Warangal"
"Okinawa Autotech",,"Auto & Engineering","Gurugram",650,900,26,Tier2,Penetration,"Bhiwadi (RJ)"
"WBPDCL",,"Cement","Kolkata",6000,,26,Tier2,Penetration,"Santaldih, Bakreswar, Bandel, Kolaghat"
"Mahyco",,"Agri & Food","Jalna",1000,2000,26,Tier2,Expansion,"Jalna (MH), Aurangabad, Bangalore"
"Sula Vineyards",,"FMCG","Mumbai",600,700,26,Tier2,Penetration,"Nashik (MH), Dindori (MH)"
"Rungta Mines",,"Steel & Metals","Kolkata",1200,800,26,Tier2,Penetration,"Barbil (OD), Raigarh (CG)"
"Steel Mart (SSC)",,"Steel & Metals","Delhi",800,2500,26,Tier2,Penetration,"Delhi, Mumbai, Chennai, Ahmedabad"
"Lapp India",,"Auto & Engineering","",500,800,26,Tier2,Penetration,"Bangalore, Bhopal"
"TANGEDCO",,"Cement","Chennai",12000,,26,Tier2,Expansion,"Tuticorin, Mettur, Ennore, North Chennai"
"Embassy Group",,"Cement","Bangalore",,,26,Tier2,Penetration,"Bangalore"
"Synthomer India",,"Chemical","Vadodara",300,800,26,Tier2,Penetration,"Vadodara (GJ), Taloja (MH)"
"Jayshree Tea",,"Agri & Food","Kolkata",20000,800,26,Tier2,Expansion,"Assam, Dooars"
"Pix Transmissions",,"Chemical","Nagpur",1500,700,26,Tier2,Expansion,"Nagpur (MH), Miraj (MH)"
"Novozymes (India)",,"Chemical","Denmark",500,800,26,Tier2,Penetration,"Bangalore (KA)"
"Aether Industries",,"Chemical","Surat",500,700,26,Tier2,Penetration,"Surat (GJ), Panoli (GJ)"
"Neuland Labs",,"FMCG","Hyderabad",2200,1800,26,Tier2,Penetration,"Hyderabad (TS), Pashamylaram (TS)"
"Neogen Chemicals",,"Chemical","Navi Mumbai",600,700,26,Tier2,Penetration,"Mahape (MH), Dahej (GJ)"
"Professional Couriers",,"Other","Bangalore",8000,800,26,Tier2,Penetration,"Pan-India"
"Hira Ferro Alloys",,"Steel & Metals","Raipur",1000,800,26,Tier2,Expansion,"Raipur (CG), Raigarh"
"AYM Syntex",,"Chemical","Mumbai",800,800,26,Tier2,Penetration,"Silvassa, Roorkee (UK)"
"Ellenbarrie Industrial Gases",,"Chemical","Kolkata",700,600,26,Tier2,Expansion,"East India (Kolkata, Durgapur, Jamshedpur)"
"Shri Bajrang Power",,"Steel & Metals","Raipur",800,1000,26,Tier2,Penetration,"Raipur (CG), Chandrapur (MH)"
"Messer India",,"Chemical","Mumbai",400,600,26,Tier2,Penetration,"Maharashtra, Gujarat"
"OMC (Odisha Mining)",,"Steel & Metals","Bhubaneswar",2000,1000,26,Tier2,Penetration,"Sukinda (OD), Keonjhar"
"Apar Industries",,"Other","Mumbai",600,800,26,Tier2,Expansion,"Mumbai, Silvassa"
"Mandhana Industries",,"Chemical","Mumbai",2000,800,26,Tier2,Penetration,"Tarapur (MH), Santacruz"
"Alkyl Amines",,"Chemical","Pune",1000,1800,26,Tier2,Penetration,"Kurkumbh (MH), Patalganga"
"Blinkit (Zomato)",,"FMCG","Gurugram",2500,1500,26,Tier2,Penetration,"Metro hubs"
"JSW Energy",,"Cement","Mumbai",2500,,26,Tier2,Expansion,"Ratnagiri (MH), Vijayanagar (KA), Salboni (WB), Barmer"
"Hyfun Foods",,"Agri & Food","Ahmedabad",500,400,26,Tier2,Penetration,"Nadiad (GJ), Rajkot (GJ)"
"Mahindra Ugine (SMP)",,"Steel & Metals","Mumbai",1000,800,26,Tier2,Expansion,"Khopoli (MH), Nashik"
"Gulab Oils",,"FMCG","Jaipur",400,700,26,Tier2,Penetration,"Jaipur (RJ), Bharatpur"
"Balmer Lawrie",,"Other","Kolkata",1500,600,25,Tier2,Penetration,"Pan-India"
"Sibelco India",,"Other","Belgium",500,600,25,Tier2,Penetration,"Visakhapatnam (AP), Rajasthan, TN"
"Snowman Logistics",,"Other","Mumbai",1500,500,25,Tier2,Penetration,"Pan-India"
"Auto Dismantlers (Chennai)",,"Steel & Metals","Chennai",1500,1000,25,Tier2,Penetration,"Chennai"
"Navkar Corporation",,"Other","Mumbai",800,500,25,Tier2,Penetration,"Gujarat, Mumbai"
"ACC Concrete",,"Cement","Mumbai",1000,500,25,Tier2,Penetration,"Pan-India RMC plants"
"Indo-Arya",,"Other","Delhi",1000,600,25,Tier2,Penetration,"Pan-India"
"Precision Wires",,"Auto & Engineering","Mumbai",700,800,25,Tier2,Penetration,"Nashik (MH), Silvassa"
"Asian Bitumen",,"Other","Mumbai",200,600,25,Tier2,Expansion,"Kandla, Mumbai, Chennai"
"JioMart (Reliance)",,"Other","Mumbai",30000,25000,25,Tier1,Penetration,"Pan-India"
"Plaza Cables",,"Auto & Engineering","Delhi",600,800,25,Tier2,Penetration,"Bhiwadi (RJ), Ahmedabad"
"Gem Granites",,"Cement","Bangalore",1000,800,25,Tier2,Expansion,"Bangalore (KA), Hosur"
"Nuvoco Vistas (AAC)",,"Cement","Mumbai",800,500,25,Tier2,Expansion,"Jhajjar (HR), Mejia (WB), Sonadih (JH), Pali (RJ)"
"Asian Granito",,"Cement","Ahmedabad",,2000,25,Tier2,Expansion,"Morbi, Himmatnagar"
"Mahindra Agri (Saboro)",,"Agri & Food","Mumbai",600,400,25,Tier2,Expansion,"Nashik (MH), Hyderabad, Bangalore"
"Udaan",,"Other","Bangalore",6000,15000,25,Tier1,Penetration,"Pan-India"
"Spices Board",,"Agri & Food","Cochin",500,,25,Tier2,Penetration,"Pan-India"
"Aksh Optifibre",,"Auto & Engineering","Delhi",600,800,25,Tier2,Penetration,"Bhiwadi (RJ), Silvassa"
"Ramco Cements (Fuel)",,"Other","Chennai",800,3500,25,Tier2,Penetration,"Tamil Nadu"
"Flat Glass Industries",,"Cement","Delhi",400,600,24,Tier2,Penetration,"Roorkee (UK)"
"Simhapuri Agro",,"Agri & Food","Ongole",1500,1000,24,Tier2,Penetration,"Ongole (AP), Vijayawada"
"Rasi Seeds",,"Chemical","Salem",1200,600,24,Tier2,Penetration,"Attur (TN), Hyderabad (TS)"
"Gerresheimer India",,"Cement","",500,600,24,Tier2,Penetration,"Kosamba (GJ), Pune (MH)"
"GSP Crop Science",,"Chemical","Ahmedabad",500,700,24,Tier2,Penetration,"Vapi (GJ), Sarigam (GJ)"
"Anupam Rasayan",,"Chemical","Surat",800,1500,24,Tier2,Penetration,"Sachin (GJ), Jhagadia"
"Reliance Industries (Scrap)",,"Steel & Metals","Mumbai",,,24,Tier2,Penetration,"Jamnagar, Dahej"
"Flipkart (MarQ)",,"FMCG","Bangalore",500,1200,24,Tier2,Penetration,"Contract manufacturing"
"Willowood Chemicals",,"Chemical","Mumbai",500,700,24,Tier2,Penetration,"Vapi (GJ), Dahej (GJ)"
"Urban Ladder",,"Cement","Bangalore",600,800,24,Tier2,Penetration,"Bangalore"
"Shalimar Paints",,"Chemical","Delhi",1200,700,24,Tier2,Expansion,"Howrah (WB), Nashik (MH), Sikandrabad (UP)"
"Dudhsagar Dairy",,"Agri & Food","Mehsana",800,1200,24,Tier2,Penetration,"Mehsana (GJ)"
"Mold-Tek Packaging",,"Chemical","Hyderabad",1200,900,24,Tier2,Penetration,"Hyderabad (TS), Vizag, Daman"
"Seed Processing Plants",,"Agri & Food","",3000,2000,24,Tier2,Penetration,"Hyderabad, Bangalore, Jalna"
"Rama Phosphates",,"Chemical","Delhi",800,1200,24,Tier2,Penetration,"Indore (MP)"
"SGL Carbon India",,"Chemical","",600,1500,23,Tier2,Expansion,"Bangalore"
"Rohit Ferro-Tech",,"Steel & Metals","Kolkata",900,700,23,Tier2,Penetration,"Jajpur (OD), Bishnupur (OD)"
"Chennai Port",,"Cement","Chennai",,,23,Tier2,Penetration,"Chennai"
"DLF (Stone)",,"Cement","Gurugram",,,23,Tier2,Penetration,"NCR"
"Sagar Soya",,"FMCG","Dewas",400,600,23,Tier2,Penetration,"Dewas (MP), Indore"
"Bedmutha Industries",,"Steel & Metals","Nashik",800,600,23,Tier2,Expansion,"Nashik (MH), Nagpur (MH)"
"Brigade Enterprises",,"Cement","Bangalore",,,23,Tier2,Penetration,"South India"
"Maruti (Scrap Buyer)",,"Steel & Metals","Gurugram",,,23,Tier2,Penetration,"Gurgaon, Manesar"
"Birla White",,"Cement","Kolkata",500,800,23,Tier2,Expansion,"Kharia Khangar (RJ), Porbandar (GJ)"
"Ramdev Food Products",,"FMCG","Ahmedabad",800,600,23,Tier2,Penetration,"Ahmedabad (GJ), Unjha"
"L&T (Buyer)",,"Cement","Mumbai",,,23,Tier2,Penetration,"Pan-India projects"
"Society Tea",,"Agri & Food","Mumbai",800,600,23,Tier2,Expansion,"Mumbai, Maharashtra"
"Ducab India",,"Auto & Engineering","UAE",250,600,23,Tier2,Penetration,"Mumbai"
"Saint-Gobain Grains",,"Other","Chennai",500,600,23,Tier2,Penetration,"Bangalore, Chennai"
"Syska (Cables)",,"Auto & Engineering","Mumbai",500,600,23,Tier2,Penetration,"Nashik, Silvassa"
"Petronas Lubricants",,"Other","Malaysia",250,600,23,Tier2,Penetration,"Silvassa"
"Raj Petro Specialties",,"Other","Bangalore",400,600,23,Tier2,Penetration,"Silvassa, Bangalore"
"Adani Power (FGD)",,"Cement","Ahmedabad",70,150,23,Tier2,Penetration,"Mundra, Tirora"
"Tat Coffee (SL)",,"Agri & Food","Sri Lanka",800,600,23,Tier2,Penetration,"Sri Lanka, India"
"Nynas India",,"Other","",100,600,23,Tier2,Penetration,"Chennai"
"NALCO (Scrap)",,"Steel & Metals","Bhubaneswar",300,800,23,Tier2,Penetration,"Angul (OD)"
"Apeejay Tea",,"Agri & Food","Kolkata",12000,600,23,Tier2,Penetration,"Assam, Darjeeling"
"Packaging Converters",,"Chemical","",5000,1500,23,Tier2,Penetration,"Pan-India"
"Thirumalai Chemicals",,"Chemical","Chennai",700,1200,23,Tier2,Penetration,"Ranipet (TN), Dahej (GJ)"
"Orion Engineered Carbons",,"Chemical","",400,1500,23,Tier2,Penetration,"Mundra (GJ)"
"Samarth Oils",,"FMCG","Ahmedabad",400,600,23,Tier2,Penetration,"Ahmedabad (GJ), Mumbai"
"Gustav Wolf (India)",,"Steel & Metals","",350,600,23,Tier2,Penetration,"Nashik (MH)"
"Tata Projects",,"Chemical","Mumbai",,,23,Tier2,Penetration,"Pan-India"
"Dalmia Steel",,"Steel & Metals","Kolkata",1000,2500,23,Tier2,Penetration,"Rajgangpur (OD)"
"Tata Metaliks",,"Steel & Metals","Kolkata",1500,3500,23,Tier2,Penetration,"Kharagpur (WB)"
"Topworth Steel",,"Steel & Metals","Nagpur",1000,2500,23,Tier2,Penetration,"Nagpur (MH), Chandrapur (MH)"
"Transport Corporation",,"Other","Hyderabad",800,500,23,Tier2,Penetration,"Pan-India"
"Savita Oil",,"Other","Mumbai",500,600,23,Tier2,Expansion,"Mumbai, Silvassa"
"Kirloskar Ferrous",,"Steel & Metals","Pune",700,800,23,Tier2,Penetration,"Koppal (KA)"
"Sunflag Iron & Steel",,"Steel & Metals","Nagpur",600,800,23,Tier2,Penetration,"Bhandara (MH)"
"Agarwal Packers",,"Other","Hyderabad",5000,800,23,Tier2,Penetration,"Pan-India"
"Ramco AAC",,"Cement","Chennai",700,450,23,Tier2,Expansion,"Chennai (TN), Ariyalur, Jayanthipuram"
"Kisan Mouldings",,"Cement","Delhi",1000,800,23,Tier2,Penetration,"Silvassa, Jammu, Sikkim"
"Hindware (Pipes)",,"Cement","Delhi",800,800,23,Tier2,Penetration,"Bhiwadi (RJ), Kaharani (RJ)"
"Duro Plywood",,"Cement","Delhi",1000,800,23,Tier2,Penetration,"Yamuna Nagar (HR), Rudrapur"
"Asian Footwears",,"Chemical","Delhi",2500,600,23,Tier2,Penetration,"Baddi (HP), Bahadurgarh"
"Phoenix Yule",,"Chemical","Kolkata",1200,600,23,Tier2,Expansion,"Kolkata (WB), Durgapur, Chennai"
"SKF India (Seals)",,"Chemical","Bangalore",800,600,23,Tier2,Penetration,"Bangalore (KA), Pune"
"Pennar Industries",,"Steel & Metals","Hyderabad",1500,3000,23,Tier2,Penetration,"Hyderabad (TS), Chennai (TN), Pune (MH)"
"Shakti Bhog",,"FMCG","Delhi",800,600,23,Tier2,Penetration,"Delhi, Rajasthan"
"Nandi Pipes",,"Cement","Bangalore",1000,800,23,Tier2,Expansion,"Bangalore (KA), Hyderabad, Vijayawada"
"Vallourec India",,"Steel & Metals","",400,1500,23,Tier2,Penetration,"Pune (MH)"
"Orissa Sponge Iron",,"Steel & Metals","Bhubaneswar",600,800,23,Tier2,Expansion,"Joda (OD)"
"Rungta Steel",,"Steel & Metals","Kolkata",1200,2500,23,Tier2,Penetration,"Barbil (OD), Giridih (JH)"
"IREL (Indian Rare Earths)",,"Chemical","Mumbai",1000,600,23,Tier2,Penetration,"Chavara (KL), Manavalakurichi (TN)"
"Durian",,"Cement","Mumbai",1000,800,23,Tier2,Expansion,"Rajkot (GJ), Raisen (MP), Haridwar"
"Pennar Industries",,"Steel & Metals","Hyderabad",1500,3000,23,Tier2,Penetration,"Hyderabad (TS), Chennai (TN), Pune (MH)"
"Madras Aluminium (MALCO)",,"Other","Chennai",1000,800,22,Tier2,Penetration,"Tamil Nadu (Kolli Hills, Salem)"
"Senvion (Defunct/Parts)",,"Other","",200,500,22,Tier2,Penetration,"Pan-India"
"Okinawa Autotech",,"Auto & Engineering","Gurugram",600,900,22,Tier2,Penetration,"Bhiwadi (RJ)"
"Johnson (Prism)",,"Cement","Delhi",,1800,22,Tier2,Expansion,"Thane, Karaikal, Kunigal"
"Stena Recycling",,"Steel & Metals","Mumbai",300,800,22,Tier2,Penetration,"Pune (MH)"
"Cera Sanitaryware",,"Cement","Ahmedabad",,1800,22,Tier2,Expansion,"Kadi (GJ), Ahmedabad"
"Eicher Tractors (TMTL)",,"Auto & Engineering","Indore",1000,1200,22,Tier2,Penetration,"Mandideep (MP)"
"Audi India",,"Auto & Engineering","Mumbai",500,4000,22,Tier2,Penetration,"Aurangabad (MH)"
"Ampere (Greaves)",,"Auto & Engineering","Bangalore",600,800,22,Tier2,Penetration,"Coimbatore (TN), Ranipet (TN)"
"Tenaris India",,"Steel & Metals","Luxembourg",200,2000,22,Tier2,Penetration,""
"Atul Auto",,"Auto & Engineering","Rajkot",1100,1200,22,Tier2,Penetration,"Rajkot (GJ)"
"Birla Tyres",,"Auto & Engineering","Kolkata",,2000,22,Tier2,Expansion,"Laksar (UK)"
"Chemours India",,"Chemical","Mumbai",80,1200,22,Tier2,Penetration,""
"Tagros Chemicals",,"Chemical","Chennai",400,600,22,Tier2,Penetration,"Dahej (GJ)"
"BGIL (BOC)",,"Chemical","Kolkata",450,500,22,Tier2,Penetration,"East/North India"
"Dalmia Recycling",,"Steel & Metals","Mumbai",400,800,22,Tier2,Expansion,"Kalamboli (MH), Delhi"
"Sicgil India",,"Chemical","Mumbai",500,450,21,Tier2,Expansion,"Pan-India"
"SGD Pharma",,"Cement","",300,500,21,Tier2,Penetration,"Vapi (GJ)"
"SAIL CPP",,"Cement","Delhi",3000,,21,Tier2,Penetration,"Bhilai, Bokaro, Rourkela, Durgapur, Burnpur"
"National Oxygen",,"Chemical","Delhi",600,500,21,Tier2,Expansion,"Delhi-NCR, UP, Rajasthan"
"DIC India",,"Chemical","Noida",400,600,21,Tier2,Penetration,"Noida (UP), Kolkata (WB)"
"Jotun India",,"Chemical","Mumbai",300,600,21,Tier2,Penetration,"Mumbai"
"Caratec Solar",,"Cement","",150,500,21,Tier2,Penetration,"Gujarat (Planned)"
"Rajasthan State Mines",,"Other","Jaipur",3000,800,21,Tier2,Expansion,"Jodhpur, Udaipur, Jaipur"
"Amrut Distilleries",,"FMCG","Bangalore",400,500,21,Tier2,Penetration,"Bangalore (KA), Kumbalgodu (KA)"
"La Opala RG",,"Cement","Kolkata",800,400,21,Tier2,Penetration,"Madhupur (JH), Sitarganj (UK)"
"PSPCL",,"Cement","Patiala",5000,,21,Tier2,Penetration,"Ropar, Bathinda, Lehra Mohabbat"
"India Cements (Buyer)",,"Cement","Chennai",,,21,Tier2,Penetration,"South India"
"Aries Agro",,"Chemical","Mumbai",400,600,21,Tier2,Penetration,"Daman, Silvassa"
"Paper Boat (Hector Beverages)",,"FMCG","Bangalore",600,500,21,Tier2,Penetration,"Greater Noida (UP), Mysore (KA)"
"Lloyds Line Pipes",,"Steel & Metals","Mumbai",600,1500,21,Tier2,Penetration,"Wardha (MH)"
"BASF Seeds (Nunhems)",,"Agri & Food","Mumbai",500,1500,21,Tier2,Penetration,"Bangalore (KA)"
"Gujarat Borosil",,"Cement","Mumbai",600,500,21,Tier2,Expansion,"Bharuch (GJ), Hyderabad (TS)"
"Sansui (AWS)",,"FMCG","Noida",300,600,21,Tier2,Penetration,"Greater Noida (UP)"
"Moserbear Solar (Revival)",,"Other","Noida",300,500,21,Tier2,Penetration,"Greater Noida (UP)"
"TSGENCO",,"Cement","Hyderabad",5000,,21,Tier2,Penetration,"Ramagundam, Kothagudem, Bhadradri"
"Godrej & Boyce",,"Steel & Metals","Mumbai",,,21,Tier2,Penetration,"Mumbai"
"Tatva Chintan",,"Chemical","Vadodara",300,550,21,Tier2,Penetration,"Dahej (GJ)"
"Poly Medicure",,"FMCG","Faridabad",6000,1400,21,Tier2,Penetration,"Faridabad (HR), Jaipur (RJ), Haridwar"
"Crystal Crop",,"Chemical","Delhi",500,600,21,Tier2,Penetration,"Panipat (HR), Noida (UP)"
"Asian Granito (Quartz)",,"Cement","Ahmedabad",500,800,21,Tier2,Penetration,"Morbi (GJ), Himmatnagar"
"Maruti Genuine (MGP)",,"Other","Gurugram",100,800,21,Tier2,Penetration,"Gurgaon"
"Shree Maruti Courier",,"Other","Ahmedabad",4000,600,21,Tier2,Penetration,"Pan-India"
"Kandui Industries",,"Chemical","Mumbai",450,800,21,Tier2,Penetration,"Silvassa, Daman"
"Braithwaite & Co",,"Steel & Metals","Kolkata",800,600,21,Tier2,Penetration,"Kolkata (WB)"
"CESC Ltd",,"Cement","Kolkata",3000,,21,Tier2,Expansion,"Budge Budge (WB), Haldia, Titagarh"
"Ankur Seeds",,"Chemical","Nagpur",700,500,21,Tier2,Penetration,"Nagpur (MH), Hyderabad (TS)"
"Gharda Glass",,"Cement","Mumbai",300,500,21,Tier2,Penetration,"Lote (MH)"
"Isgec (Oil Mills)",,"FMCG","Noida",400,500,21,Tier2,Penetration,"Yamunanagar (HR), Noida"
"GrafTech India",,"Chemical","",100,2000,21,Tier2,Penetration,""
"STP Ltd",,"Other","Ahmedabad",400,500,20,Tier2,Expansion,"Ahmedabad (GJ), Vadodara, Mumbai"
