Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority
Reliance Industries Retail (Polymer Dist),Chemicals & Petrochemicals,Petrochemicals Polymers,Distribution,Penetration,Mumbai,Pan-India,15000.0,2000.0,220.0,
NCL (Northern Coalfields),Mining & Minerals,Mining Minerals,Coal,Penetration,Singrauli,Madhya Pradesh (Singrauli),22000.0,15000.0,218.0,
UltraTech (Mining),Mining & Minerals,Mining Minerals,Limestone,Penetration,Mumbai,Pan-India (all plant locations),12000.0,5000.0,215.0,
Volvo-Eicher,Auto & Engineering,Auto Oem,CV,Penetration,Bangalore,"Pithampur (MP), Hosakote (KA)",22000.0,6000.0,215.0,
Kansai Nerolac,Chemicals & Petrochemicals,Paints Coatings,Decorative/Industrial,Expansion,Mumbai,"Lote (MH), Jainpur (UP), Bawal (HR), Hosur (TN), Sayakha (GJ)",7500.0,3500.0,215.0,
United Breweries,FMCG & Consumer,Beverages,Beer,Expansion,Bangalore,"Bangalore (KA), Mangalore, Mysore, Chennai, Ludhiana, Kolkata",7500.0,5500.0,215.0,
Tata Steel Mining,Mining & Minerals,Mining Minerals,Iron Ore,Expansion,Jamshedpur,"Noamundi (JH), Joda (OD), Khondbond",15000.0,4000.0,215.0,
Polycab India,Auto & Engineering,Wires Cables,Multi,Expansion,Mumbai,"Halol (GJ), Daman, Silvassa, Nashik, Roorkee",18000.0,8000.0,213.0,
Serum Institute,FMCG & Consumer,Pharma Healthcare,Vaccines,Penetration,Pune,Pune (MH),18000.0,8000.0,210.0,
Tata Power Solar,Energy & Fuel,Solar Renewable,Solar,Expansion,Mumbai,"Bangalore (KA), Chennai (TN)",8000.0,3500.0,210.0,
Godrej Agrovet,Chemicals & Petrochemicals,Agrochemicals,Diversified,Penetration,Mumbai,"Sachin (GJ), Jammu, Lote (MH)",9500.0,5000.0,208.0,
Daikin India,FMCG & Consumer,Consumer Durables,AC,Expansion,Gurugram,"Neemrana (RJ), Sricity (AP)",8000.0,3500.0,208.0,
Rashtriya Chemicals,Chemicals & Petrochemicals,Fertilizers,PSU,Expansion,Mumbai,"Trombay (MH), Thal (MH)",12000.0,4000.0,208.0,
Gujarat Fluorochemicals,Chemicals & Petrochemicals,Specialty Chemicals,Fluoropolymers,Penetration,Noida,"Dahej (GJ), Ranjitnagar (GJ)",8000.0,2800.0,208.0,
Nestle India,FMCG & Consumer,Food Processing,Multi,Expansion,Gurugram,"Moga (PB), Samalkha (HR), Pantnagar (UK), Nanjangud (KA)",20000.0,8500.0,208.0,
CPCL,Chemicals & Petrochemicals,Petrochemicals Polymers,Aromatics,Penetration,Chennai,Manali (TN),35000.0,1800.0,205.0,
BASF India,Chemicals & Petrochemicals,Petrochemicals Polymers,Polymers,Penetration,Mumbai,"Navi Mumbai, Mangalore, Dahej",14500.0,2800.0,205.0,
Reckitt India,FMCG & Consumer,Fmcg Foods Personal Care,Home/Health,Penetration,Gurugram,"Hosur (TN), Baddi (HP), Sitarganj (UK)",6500.0,3500.0,205.0,
Endurance Technologies,Steel & Metals,Non Ferrous Metals,Al Die Casting,Penetration,Aurangabad,"Aurangabad (MH), Pune, Pantnagar (UK), Chennai",10000.0,8000.0,205.0,
Vedanta (Aluminium),Energy & Fuel,Coal Fuel,Smelter,Expansion,Delhi,"Jharsuguda (OD), Korba (CG)",45000.0,15000.0,200.0,
BALCO (Vedanta),Steel & Metals,Non Ferrous Metals,Aluminium,Penetration,Delhi,Korba (CG),12000.0,3500.0,200.0,
Haldia Petrochemicals,Chemicals & Petrochemicals,Petrochemicals Polymers,Polymers,Expansion,Kolkata,Haldia (WB),12000.0,2500.0,200.0,
AM/NS India,Steel & Metals,Steel Coils,Integrated,Expansion,Mumbai,Hazira (GJ),55000.0,12000.0,200.0,
Reliance Retail,E-commerce & Retail,Ecommerce Retail,Omnichannel,Expansion,Mumbai,"Pan-India (Delhi, Mumbai, Bangalore, Hyderabad)",275000.0,450000.0,200.0,
APL Apollo Tubes,Steel & Metals,Steel Pipes Tubes,ERW/Structural,Expansion,Delhi,"Raipur (CG), Hosur (TN), Sikandrabad (UP), Murbad (MH), Dubai",18000.0,5000.0,198.0,
DMart (Staples),FMCG & Consumer,Food Grains Staples,Staples,Penetration,Mumbai,Pan-India,8000.0,5000.0,198.0,
Tata Steel (Plates),Steel & Metals,Steel Flats Longs,Integrated,Expansion,Mumbai,"Jamshedpur (JH), Kalinganagar (OD), Meramandali (OD)",45000.0,15000.0,198.0,
Olam India,FMCG & Consumer,Food Grains Staples,Trading/Processing,Penetration,Singapore,"Cochin (KL), Vizag (AP), Mumbai",8000.0,2000.0,198.0,
Whirlpool India,FMCG & Consumer,Consumer Durables,White Goods,Expansion,Gurugram,"Pondicherry, Pune (MH), Faridabad (HR)",7500.0,4500.0,198.0,
Tata Steel (Long Products),Steel & Metals,Steel Structural,Integrated,Expansion,Mumbai,"Jamshedpur (JH), Gamharia (JH), Sahibabad (UP)",35000.0,12000.0,198.0,
Delhivery,General,General Cargo,E-commerce,Penetration,Gurugram,Pan-India,8000.0,25000.0,195.0,
ITC Ltd (Aashirvaad),FMCG & Consumer,Food Grains Staples,FMCG/Staples,Expansion,Kolkata,"Kapurthala (PB), Haridwar (UK), Munger (BR)",8000.0,5000.0,195.0,
Tata Projects,Auto & Engineering,Project Cargo,EPC,Penetration,Mumbai,"Mumbai, Hyderabad, Delhi",15000.0,10000.0,195.0,
RVNL,Steel & Metals,Steel Railways,Contractor,Penetration,Delhi,Pan-India projects,20000.0,5000.0,190.0,
ITC Foods,FMCG & Consumer,Food Processing,Multi,Expansion,Kolkata,"Pune, Haridwar, Kolkata, Tumkur, Chennai",18000.0,8000.0,190.0,
Bayer CropScience,Chemicals & Petrochemicals,Agrochemicals,MNC,Expansion,Mumbai,"Himatnagar (GJ), Vapi (GJ)",6500.0,2000.0,190.0,
Crompton Greaves,FMCG & Consumer,Consumer Durables,Appliances,Penetration,Mumbai,"Baddi (HP), Vadodara (GJ), Goa, Ahmednagar",7500.0,4500.0,190.0,
KRIBHCO,Chemicals & Petrochemicals,Fertilizers,Cooperative,Expansion,Noida,"Hazira (GJ), Shahjahanpur (UP)",11000.0,3500.0,190.0,
Havells India,Auto & Engineering,Wires Cables,Building,Expansion,Noida,"Haridwar (UK), Baddi (HP), Neemrana, Faridabad",16000.0,6000.0,189.0,
Colgate-Palmolive,FMCG & Consumer,Fmcg Foods Personal Care,Oral Care,Penetration,Mumbai,"Sanand (GJ), Baddi (HP), Sricity (AP)",5800.0,3000.0,187.0,
BPCL (Projects),Energy & Fuel,Oil Gas Services,Refining,Expansion,Mumbai,"Mumbai, Kochi, Bina, Numaligarh",500000.0,12000.0,185.0,
ECL (Eastern Coalfields),Mining & Minerals,Mining Minerals,Coal,Penetration,Sanctoria,"West Bengal (Asansol, Durgapur)",18000.0,50000.0,182.0,
JSW Steel (Flats),Steel & Metals,Steel Flats Longs,Integrated,Expansion,Mumbai,"Dolvi (MH), Vijayanagar (KA), Salem (TN), Raigarh (CG)",40000.0,12000.0,181.0,
Eicher Motors (VECV),Auto & Engineering,Auto Oem,CV,Expansion,Indore,"Pithampur (MP), Bhopal",18000.0,9000.0,180.0,
TAFE (Massey Ferguson),Auto & Engineering,Two Wheelers Tractors,Tractors,Expansion,Chennai,"Chennai (TN), Mandideep (MP), Alwar (RJ)",18000.0,8000.0,180.0,
JSW Steel (Mining),Mining & Minerals,Mining Minerals,Iron Ore,Expansion,Mumbai,"Bellary (KA), Vijaynagar",12000.0,3000.0,180.0,
JSW Energy,Energy & Fuel,Solar Renewable,IPP/Mfg,Penetration,Mumbai,Vijayanagar (KA),15000.0,3000.0,180.0,
LT Foods (Daawat),FMCG & Consumer,Food Grains Staples,Rice,Expansion,Gurugram,"Sonipat (HR), Mandideep (MP), Amritsar (PB)",7500.0,3500.0,180.0,
MRF Ltd,Auto & Engineering,Tyres,Multi,Expansion,Chennai,"Chennai, Puducherry, Goa, Hyderabad, Ankenpally",25000.0,,180.0,
NCC Ltd,Energy & Fuel,Bitumen,Roads/Infra,Penetration,Hyderabad,Pan-India projects,8000.0,6000.0,180.0,
Mundra Solar (Adani),Energy & Fuel,Solar Renewable,Cells/Wafers,Penetration,Ahmedabad,Mundra (GJ),8000.0,2000.0,180.0,
IRB Infrastructure,Energy & Fuel,Bitumen,Roads,Penetration,Mumbai,Pan-India projects,8000.0,5000.0,180.0,
Thriveni Earthmovers,Mining & Minerals,Mining Minerals,Contract Mining,Penetration,Hyderabad,Pan-India,5000.0,8000.0,180.0,
KPR Mill,FMCG & Consumer,Textiles Apparel,Yarn/Garments,Expansion,Coimbatore,"Coimbatore (TN), Tirupur (TN), Arasur (TN)",6500.0,40000.0,179.0,
Britannia Industries,FMCG & Consumer,Food Processing,Multi,Expansion,Bangalore,"Bangalore, Ranjangaon, Khurda, Haridwar, Guwahati",18000.0,5000.0,179.0,
TAFE (Massey Ferguson),Auto & Engineering,Auto Oem,Tractors,Penetration,Chennai,"Chennai (TN), Mandideep (MP), Alwar (RJ)",18000.0,8000.0,175.0,
IOCL (Bitumen),Energy & Fuel,Bitumen,Refinery,Expansion,Delhi,"Mathura, Panipat, Barauni, Haldia, Gujarat, Paradip",12000.0,5000.0,175.0,
KEC International,Auto & Engineering,Project Cargo,EPC,Penetration,Mumbai,"Mumbai, Nagpur, Jaipur",18000.0,12000.0,175.0,
Amber Enterprises,FMCG & Consumer,Consumer Durables,AC Components,Penetration,Gurugram,"Rajpura (PB), Noida (UP), Jhagadia (GJ)",7500.0,6000.0,172.0,
Godrej Appliances,FMCG & Consumer,Consumer Durables,White Goods,Expansion,Mumbai,"Mohali (PB), Shirwal (MH)",6500.0,4000.0,172.0,
Shahi Exports,FMCG & Consumer,Textiles Apparel,Garments,Penetration,Delhi,"Bangalore, Faridabad, Chennai, Mysore",6500.0,100000.0,172.0,
Atul Ltd,Chemicals & Petrochemicals,Specialty Chemicals,Diversified,Expansion,Valsad,"Atul (GJ), Ankleshwar (GJ), Tarapur (MH)",5800.0,5500.0,172.0,
Saint-Gobain India,Building & Construction,Glass Glazing,Float/Processed,Expansion,Chennai,"Sriperumbudur (TN), Jhagadia (GJ), Bhiwadi (RJ), Chennai",6500.0,5000.0,170.0,
KEI Industries,Steel & Metals,Non Ferrous Metals,Cu/Al Cables,Penetration,Delhi,"Bhiwadi (RJ), Silvassa, Chopanki (RJ)",8500.0,3500.0,170.0,
Soybean Processors Assn,Agriculture & Food,Animal Feed,Ingredients,Penetration,,"MP, MH",20000.0,10000.0,170.0,
NMDC,Mining & Minerals,Industrial Minerals,Multi,Penetration,Hyderabad,"CG, Karnataka, MP, Rajasthan",20000.0,7000.0,170.0,
Imports (Port Delivery),Steel & Metals,Metal Scrap,Import,Penetration,,"Kandla, JNPT, Chennai",20000.0,2000.0,170.0,
Tata Power (Coal),Energy & Fuel,Coal Fuel,Power,Penetration,Mumbai,"Mundra (GJ), Maithon (JH), Trombay",50000.0,10000.0,168.0,
Vikram Solar,Energy & Fuel,Solar Renewable,Solar Modules,Expansion,Kolkata,"Falta (WB), Chennai (TN)",6000.0,3000.0,168.0,
IB Group,Agriculture & Food,Agri Produce Perishables,Poultry,Penetration,Rajnandgaon,"Rajnandgaon (CG), Nagpur (MH)",5000.0,8000.0,168.0,
JSW Steel (Coal),Energy & Fuel,Coal Fuel,Steel,Expansion,Mumbai,"Karnataka, Maharashtra, Tamil Nadu",35000.0,5000.0,168.0,
Karnataka Milk Federation,FMCG & Consumer,Dairy Products,Cooperative,Penetration,Bangalore,"Bangalore, Mysore, Dharwad",25000.0,10000.0,167.0,
Royal Enfield (Eicher),Auto & Engineering,Two Wheelers Tractors,2W,Expansion,Chennai,"Oragadam (TN), Vallam (TN), Tiruvottiyur (TN)",17000.0,6500.0,166.0,
Haier India,FMCG & Consumer,Consumer Durables,White Goods,Penetration,Greater Noida,"Greater Noida (UP), Pune (MH)",6000.0,3500.0,165.0,
BigBasket (Fresh),Agriculture & Food,Agri Produce Perishables,E-grocery,Penetration,Bangalore,All metros + Tier 1,3000.0,8000.0,165.0,
Mayapuri Scrap Market,Steel & Metals,Metal Scrap,Traders,Penetration,Delhi,Delhi,8000.0,10000.0,165.0,
Indian Potash Ltd,Mining & Minerals,Industrial Minerals,Potash,Expansion,Chennai,"Chennai, Haldia, Kandla ()",8000.0,500.0,165.0,
Olam Agri (Oils),FMCG & Consumer,Edible Oils,Trading,Penetration,Singapore,"Cochin (KL), Vizag (AP), Mumbai",8000.0,1000.0,165.0,
Paradeep Phosphates,Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Bhubaneswar,Paradeep (OD),9000.0,1500.0,165.0,
Shree Renuka (Wilmar),FMCG & Consumer,Food Grains Staples,Sugar/Agri,Penetration,Mumbai,"Maharashtra, Karnataka",8000.0,5000.0,165.0,
Tata Consumer Products,Agriculture & Food,Tea Plantation,Tea/Coffee,Expansion,Mumbai,"Assam, Bengal, TN, Karnataka",15000.0,8000.0,165.0,
Container Corporation,General,General Cargo,Rail/Road,Penetration,Delhi,Pan-India,8000.0,3000.0,165.0,
IOCL (Lubes),Energy & Fuel,Lubricants,Multi,Expansion,Delhi,"Pan-India (Mumbai, Kolkata, Chennai, Delhi)",12000.0,3000.0,165.0,
JSPL (Jindal Steel),Steel & Metals,Steel Coils,Integrated,Expansion,Delhi,"Angul (OD), Raigarh (CG), Patratu (JH)",65000.0,20000.0,165.0,
Glenmark Pharma,FMCG & Consumer,Pharma Healthcare,Formulations/API,Penetration,Mumbai,"Baddi (HP), Ankleshwar (GJ), Nashik (MH)",13500.0,15000.0,165.0,
GSFC Ltd,Chemicals & Petrochemicals,Fertilizers,PSU,Expansion,Vadodara,Vadodara (GJ),9500.0,3800.0,165.0,
Reliance (PVC Resin),Building & Construction,Pipes Fittings,Resin,Penetration,Mumbai,"Hazira (GJ), Dahej, Nagothane",8000.0,2000.0,165.0,
AB InBev India,FMCG & Consumer,Beverages,Beer,Penetration,Bangalore,"Mysore (KA), Aurangabad (MH), Hyderabad (TS), Rajasthan",5500.0,3000.0,165.0,
Megha Engineering,Auto & Engineering,Project Cargo,EPC,Penetration,Hyderabad,Hyderabad,20000.0,15000.0,165.0,
HPCL (Projects),Energy & Fuel,Oil Gas Services,Refining,Expansion,Mumbai,"Mumbai, Vizag, Bathinda",450000.0,10000.0,160.0,
Apollo Tyres,Auto & Engineering,Tyres,Multi,Expansion,Gurugram,"Vadodara (GJ), Chennai, Kerala, Netherlands",22000.0,,160.0,
Mandi Gobindgarh Cluster,Steel & Metals,Steel Semi Finished,Buyers,Penetration,Punjab,Punjab,25000.0,15000.0,160.0,
Hindustan Unilever (Foods),FMCG & Consumer,Food Processing,Multi,Penetration,Mumbai,Pan-India,15000.0,5000.0,159.0,
South Eastern Coalfields,Energy & Fuel,Coal Fuel,Mining,Penetration,Bilaspur,"Korba, Bilaspur (CG)",40000.0,50000.0,158.0,
Essar Steel (AM/NS),Steel & Metals,Steel Coils,Integrated,Penetration,Mumbai,Hazira (GJ),45000.0,10000.0,158.0,
Premier Energies,Energy & Fuel,Solar Renewable,Solar,Expansion,Hyderabad,"Hyderabad (TS), Tirupati (AP), Ramagundam (TS)",5500.0,3000.0,158.0,
JSW Steel (Long),Steel & Metals,Steel Structural,Integrated,Expansion,Mumbai,"Vijayanagar (KA), Salem (TN), Dolvi (MH)",28000.0,8000.0,158.0,
Jindal SAW Ltd,Steel & Metals,Steel Pipes Tubes,LSAW/HSAW,Expansion,Delhi,"Mundra (GJ), Nashik (MH), Bellary (KA), USA",14000.0,6000.0,158.0,
Ambuja Cement (Mining),Mining & Minerals,Mining Minerals,Limestone,Penetration,Mumbai,"Gujarat, HP, Punjab, Rajasthan",8000.0,3500.0,158.0,
SAIL (Plates/Sections),Steel & Metals,Steel Flats Longs,Integrated,Expansion,Delhi,"Bhilai (CG), Bokaro (JH), Rourkela (OD), Durgapur (WB), Burnpur (WB)",35000.0,18000.0,157.0,
Adani Power,Energy & Fuel,Coal Fuel,Power,Penetration,Ahmedabad,"Mundra (GJ), Tirora (MH), Kawai (RJ)",45000.0,8000.0,155.0,
Alkem Labs,FMCG & Consumer,Pharma Healthcare,Formulations,Penetration,Mumbai,"Baddi (HP), Taloja (MH), Daman, Sikkim",13000.0,20000.0,155.0,
Gujarat Fluorochemicals,Chemicals & Petrochemicals,Petrochemicals Polymers,Fluoropolymers,Penetration,Noida,"Dahej (GJ), Ranjitnagar (GJ)",7500.0,2500.0,155.0,
Suzlon Energy,Auto & Engineering,Project Cargo,Wind,Expansion,Pune,"Pune (MH), Pondicherry, Daman",6000.0,5000.0,155.0,
Afcons Infrastructure,Auto & Engineering,Project Cargo,EPC,Penetration,Mumbai,"Mumbai, Delhi",12000.0,8000.0,155.0,
Royal Enfield,Auto & Engineering,Auto Oem,2W,Penetration,Chennai,"Oragadam (TN), Vallam (TN)",17000.0,6000.0,155.0,
Ninjacart,Agriculture & Food,Agri Produce Perishables,B2B Fresh,Penetration,Bangalore,"Bangalore, Hyderabad, Chennai, Delhi",2500.0,4000.0,150.0,
NTPC (Solar/Renewable),Energy & Fuel,Solar Renewable,IPP,Penetration,Delhi,Pan-India,25000.0,2000.0,150.0,
State Water Boards,Steel & Metals,Steel Pipes Tubes,Buyer,Penetration,,State-wise,0.0,0.0,150.0,
NHAI Contractors,Building & Construction,Stone Aggregates,Roads,Penetration,Delhi,Pan-India,0.0,0.0,150.0,
Hindustan Urvarak,Chemicals & Petrochemicals,Fertilizers,JV,Penetration,Delhi,"Gorakhpur (UP), Sindri (JH), Barauni (BR)",8000.0,3000.0,147.0,
Grasim (Birla Cellulose),Chemicals & Petrochemicals,Synthetic Fibres,Viscose,Expansion,Mumbai,"Nagda (MP), Kharach (GJ), Harihar (KA), Veraval",12000.0,8000.0,147.0,
Panasonic India,FMCG & Consumer,Consumer Durables,Multi-category,Penetration,Gurugram,"Jhajjar (HR), Roorkee (UK), Bangalore",5500.0,2500.0,147.0,
ACC Ltd (Mining),Mining & Minerals,Mining Minerals,Limestone,Penetration,Mumbai,Pan-India,7500.0,3000.0,145.0,
Astral Ltd,Chemicals & Petrochemicals,Petrochemicals Polymers,PVC/CPVC Pipes,Penetration,Ahmedabad,"Santej (GJ), Hosur (TN), Ghiloth (RJ)",6000.0,4500.0,145.0,
Skoda Auto VW,Auto & Engineering,Auto Oem,PV,Penetration,Pune,Chakan (MH),15000.0,5000.0,145.0,
Hindalco (Mining),Mining & Minerals,Mining Minerals,Bauxite,Penetration,Mumbai,"Odisha (Utkal), Jharkhand, Maharashtra",8000.0,3000.0,145.0,
Essel Mining (Aditya Birla),Mining & Minerals,Mining Minerals,Iron Ore,Expansion,Kolkata,"Odisha, Jharkhand",8000.0,3500.0,145.0,
NLC India,Mining & Minerals,Mining Minerals,Lignite,Expansion,Chennai,"Neyveli (TN), Barsingsar (RJ)",15000.0,11000.0,145.0,
Jindal SAW (O&G),Energy & Fuel,Oil Gas Services,Pipes,Penetration,Delhi,"Mundra, Nashik",14000.0,6000.0,145.0,
Reliance Battery,Energy & Fuel,Solar Renewable,Storage,Penetration,Mumbai,Jamnagar (GJ),5000.0,1500.0,145.0,
L&T Metro Rail,Steel & Metals,Steel Railways,EPC,Penetration,Mumbai,"Vadodara (GJ), Chennai",8000.0,5000.0,145.0,
Siemens Gamesa (India),Energy & Fuel,Solar Renewable,Wind,Penetration,Mumbai,"Vadodara (GJ), Chennai (TN)",4500.0,2500.0,143.0,
Parle Products,FMCG & Consumer,Food Processing,Biscuits,Penetration,Mumbai,"Pan-India (Vile Parle, Bahadurgarh, Neemrana)",14000.0,6000.0,142.0,
Welspun Corp,Steel & Metals,Steel Pipes Tubes,LSAW/HSAW,Expansion,Mumbai,"Anjar (GJ), Mandya (KA), Bhopal (MP)",12000.0,4500.0,141.0,
NTPC Ltd,Building & Construction,Ash Infrastructure,Generation,Expansion,Delhi,"Pan-India (Vindhyachal, Sipat, Korba, Talcher)",,22000.0,140.0,
NHSRCL (Bullet),Steel & Metals,Steel Railways,High Speed,Penetration,Mumbai,Mumbai-Ahmedabad,15000.0,1500.0,140.0,
NCCF,Agriculture & Food,Agri Produce Perishables,Cooperatives,Penetration,Delhi,Pan-India,8000.0,2000.0,140.0,
Reliance Industries,Energy & Fuel,Bitumen,Refinery,Expansion,Mumbai,"Jamnagar (GJ), Hazira",10000.0,2000.0,140.0,
Welspun India,Chemicals & Petrochemicals,Synthetic Fibres,Home Textiles,Expansion,Mumbai,"Vapi (GJ), Anjar, Kutch",10000.0,25000.0,139.0,
KRBL Ltd,FMCG & Consumer,Food Grains Staples,Rice,Expansion,Delhi,"Ghaziabad (UP), Dhuri (PB), Alipur (DL)",5500.0,2500.0,139.0,
Supreme Industries,Building & Construction,Pipes Fittings,PVC/HDPE,Expansion,Mumbai,"Jalgaon (MH), Gadegaon, Hosur, Kharagpur, Malanpur",10000.0,8000.0,139.0,
Lloyd (Havells),FMCG & Consumer,Consumer Durables,White Goods,Expansion,Noida,"Haridwar (UK), Greater Noida (UP)",5000.0,2500.0,138.0,
Biocon Ltd,FMCG & Consumer,Pharma Healthcare,Biotech/API,Expansion,Bangalore,"Bangalore (KA), Hyderabad (TS)",12500.0,15000.0,138.0,
Deepak Fertilisers,Chemicals & Petrochemicals,Fertilizers,Private,Expansion,Pune,"Taloja (MH), Dahej (GJ)",8000.0,2500.0,138.0,
Syngenta India,Chemicals & Petrochemicals,Agrochemicals,MNC,Penetration,Pune,"Goa, Coimbatore (TN), Hyderabad",4500.0,2500.0,138.0,
Page Industries (Jockey),FMCG & Consumer,Textiles Apparel,Innerwear,Expansion,Bangalore,"Bangalore (KA), Hassan (KA)",5000.0,25000.0,138.0,
Dow Chemicals,Chemicals & Petrochemicals,Petrochemicals Polymers,Polymers,Penetration,Mumbai,"Chakan (MH), Taloja (MH)",8000.0,1500.0,138.0,
Mankind Pharma,FMCG & Consumer,Pharma Healthcare,Formulations,Penetration,Delhi,"Paonta Sahib (HP), Haridwar (UK), Sikkim",11000.0,18000.0,138.0,
Jubilant Ingrevia,Chemicals & Petrochemicals,Specialty Chemicals,Life Science,Penetration,Noida,"Gajraula (UP), Bharuch (GJ), Nanjangud (KA)",4800.0,5500.0,138.0,
Pidilite Industries,Chemicals & Petrochemicals,Adhesives Sealants,Multi,Expansion,Mumbai,"Mahad (MH), Vapi (GJ), Baddi (HP), Pantnagar (UK), Dahej (GJ)",12000.0,6000.0,137.0,
Bajaj Electricals,FMCG & Consumer,Consumer Durables,Appliances,Penetration,Mumbai,"Chakan (MH), Baddi (HP)",5200.0,2800.0,135.0,
Gujarat Narmada Valley,Chemicals & Petrochemicals,Fertilizers,PSU,Penetration,Bharuch,Bharuch (GJ),7500.0,4500.0,135.0,
Tata Steel (Coal),Energy & Fuel,Coal Fuel,Steel,Expansion,Mumbai,"Jharia (JH), West Bokaro",25000.0,8000.0,135.0,
Rice Millers (Bran),Agriculture & Food,Animal Feed,Ingredients,Penetration,,Pan-India,15000.0,20000.0,135.0,
L&T Hydrocarbon,Energy & Fuel,Oil Gas Services,EPC,Expansion,Chennai,Pan-India projects,20000.0,8000.0,135.0,
GR Infraprojects,Energy & Fuel,Bitumen,Roads,Penetration,Udaipur,Pan-India projects,6000.0,5000.0,135.0,
Mahanadi Coalfields,Energy & Fuel,Coal Fuel,Mining,Penetration,Sambalpur,"Talcher, Sambalpur (OD)",35000.0,25000.0,135.0,
Tata Consumer Products,FMCG & Consumer,Food Processing,Multi,Penetration,Mumbai,"Munnar (KL), Bangalore, Jamshedpur",15000.0,3500.0,135.0,
Chemical Traders,Chemicals & Petrochemicals,Acids Solvents,Trading,Penetration,,"Gujarat, Maharashtra",10000.0,3000.0,132.0,
Venky's India,Agriculture & Food,Agri Produce Perishables,Poultry,Penetration,Pune,"Pune (MH), Hyderabad, Bangalore",3000.0,5000.0,132.0,
Mother Dairy (Safal),Agriculture & Food,Agri Produce Perishables,F&V Retail,Penetration,Delhi,"Delhi-NCR, Bangalore",3500.0,5000.0,132.0,
ABD (Allied Blenders),FMCG & Consumer,Beverages,IMFL,Expansion,Mumbai,"Pan-India (Maharashtra, Karnataka, AP, UP)",4500.0,3500.0,130.0,
Suguna Foods,Agriculture & Food,Animal Feed,Poultry,Expansion,Coimbatore,"Coimbatore (TN), Hyderabad, Udumalpet, Bangalore",12000.0,25000.0,130.0,
Sterlite Technologies,Steel & Metals,Non Ferrous Metals,Cables,Penetration,Pune,"Aurangabad (MH), Shendra (MH), Silvassa",6500.0,3500.0,130.0,
Mahindra Logistics,General,General Cargo,3PL,Expansion,Mumbai,Pan-India,5000.0,3000.0,130.0,
Ircon International,Steel & Metals,Steel Railways,EPC,Penetration,Delhi,Pan-India,12000.0,4000.0,130.0,
POWERGRID,Auto & Engineering,Wires Cables,Buyer,Penetration,Gurugram,Pan-India projects,0.0,0.0,130.0,
Jio (Fiber),Auto & Engineering,Wires Cables,Buyer,Penetration,Mumbai,Pan-India,0.0,0.0,130.0,
GNFC Ltd,Chemicals & Petrochemicals,Fertilizers,PSU,Expansion,Bharuch,Bharuch (GJ),7500.0,4500.0,130.0,
Indo Count Industries,FMCG & Consumer,Textiles Apparel,Home Textiles,Penetration,Mumbai,"Kolhapur (MH), Kagal (MH)",4500.0,15000.0,129.0,
Honda Cars India,Auto & Engineering,Auto Oem,PV,Penetration,Greater Noida,Tapukara (RJ),12000.0,4000.0,128.0,
Asahi India Glass,Building & Construction,Glass Glazing,Float/Auto,Expansion,Mumbai,"Taloja (MH), Roorkee (UK), Chennai (TN)",4500.0,3500.0,128.0,
Exide Energy Solutions,Energy & Fuel,Solar Renewable,Storage,Expansion,Kolkata,"Bangalore (KA), Ahmednagar (MH)",4000.0,2500.0,125.0,
Jindal Stainless,Steel & Metals,Steel Coils,Stainless,Penetration,Delhi,"Jajpur (OD), Hisar (HR)",35000.0,8000.0,125.0,
GE Vernova India,Auto & Engineering,Project Cargo,Power Equipment,Penetration,Noida,"Noida (UP), Pune (MH), Hyderabad",8000.0,5000.0,125.0,
Adani Green,Auto & Engineering,Project Cargo,Solar/Wind,Penetration,Ahmedabad,Pan-India,8000.0,5000.0,125.0,
JSPL (Semis),Steel & Metals,Steel Semi Finished,Integrated,Expansion,Delhi,"Angul (OD), Raigarh (CG), Patratu (JH)",25000.0,8000.0,125.0,
