target_account,matched_customer,status
Suzlon,Linclimited,FLAGGED - EXISTING CUSTOMER
Varun Industries,Varun Group,FLAGGED - EXISTING CUSTOMER
SKP Industries,SKPMIL,FLAGGED - EXISTING CUSTOMER
Indian Oil (Hydrogen),INDIAN OIL CORP. LTD,FLAGGED - EXISTING CUSTOMER
Lhoist India,Linclimited,FLAGGED - EXISTING CUSTOMER
Sterling Gas,Linclimited,FLAGGED - EXISTING CUSTOMER
Tirumalla Oils,Linclimited,FLAGGED - EXISTING CUSTOMER
India Kawasaki,AKI,FLAGGED - EXISTING CUSTOMER
Mapei India,Mapei Construction Materials Products India Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Pankaj Steel,Paras Steel Industries,FLAGGED - EXISTING CUSTOMER
Birla Tyres,MRL Tyres,FLAGGED - EXISTING CUSTOMER
Nava Bharat (Sponge),P,FLAGGED - EXISTING CUSTOMER
BASF India (Adhesives),Sonal Adhesives,FLAGGED - EXISTING CUSTOMER
Triveni Engineering,Shivalik Engineering Industries,FLAGGED - EXISTING CUSTOMER
Hershey India,The Hershey Company,FLAGGED - EXISTING CUSTOMER
Dhanlaxmi Steel,Linclimited,FLAGGED - EXISTING CUSTOMER
Jupiter Solar,P,FLAGGED - EXISTING CUSTOMER
Guardian Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Sandvik India (Tubes),UBE,FLAGGED - EXISTING CUSTOMER
Hindustan Zinc (Acid),HINDUSTAN ZINC LTD  -  UDAIPUR,FLAGGED - EXISTING CUSTOMER
Meesho,Meesho,FLAGGED - EXISTING CUSTOMER
Isgec (Oil Mills),Tiwana Oil Mills Pvt. Ltd,FLAGGED - EXISTING CUSTOMER
Gulf Oil Lubricants,Linclimited,FLAGGED - EXISTING CUSTOMER
JSPL (Captive Coal),P,FLAGGED - EXISTING CUSTOMER
Vallourec India,Linclimited,FLAGGED - EXISTING CUSTOMER
Avanti Feeds,Avanti Feeds Limited,FLAGGED - EXISTING CUSTOMER
Hindalco Rubber,HINDALCO INDUSTRIES LTD,FLAGGED - EXISTING CUSTOMER
SAIL (Coal),Linclimited,FLAGGED - EXISTING CUSTOMER
JK Lakshmi (AAC),JK Lakshmi Cement - Plant Automation + TMS,FLAGGED - EXISTING CUSTOMER
Industrial Minerals,Inera,FLAGGED - EXISTING CUSTOMER
HNG Industries (Float),Linclimited,FLAGGED - EXISTING CUSTOMER
Ramco AAC,Ramco Industries,FLAGGED - EXISTING CUSTOMER
Value,Stellar Value Chain Solutions Private Limited,FLAGGED - EXISTING CUSTOMER
Nandi Pipes,P,FLAGGED - EXISTING CUSTOMER
Cera Sanitaryware,CERA,FLAGGED - EXISTING CUSTOMER
Schneider Electric India,Schneider Electric Infrastructure Ltd,FLAGGED - EXISTING CUSTOMER
RenewSys,EWS,FLAGGED - EXISTING CUSTOMER
IIG (Industrial),CNH Industrial,FLAGGED - EXISTING CUSTOMER
Mesco Steel,MES,FLAGGED - EXISTING CUSTOMER
Precision Pipes,PRECISION WIRES INDIA LIMITED,FLAGGED - EXISTING CUSTOMER
Dalmia OCL,OCL INDIA LIMITED,FLAGGED - EXISTING CUSTOMER
Durian,Durian Industries Limited,FLAGGED - EXISTING CUSTOMER
Akay Impex (Acetylene),Impex,FLAGGED - EXISTING CUSTOMER
Lubrizol India,Linclimited,FLAGGED - EXISTING CUSTOMER
Fuchs India,Fuchs Lubricants Co.,FLAGGED - EXISTING CUSTOMER
Mosil Lubricants,Linclimited,FLAGGED - EXISTING CUSTOMER
Alltech India,Alutec,FLAGGED - EXISTING CUSTOMER
Freshtrop Fruits,Freshtrop,FLAGGED - EXISTING CUSTOMER
Kemin Industries,Kemin Industries Inc,FLAGGED - EXISTING CUSTOMER
Nitco Tiles,Linclimited,FLAGGED - EXISTING CUSTOMER
Vardhman Industries,Vardhman Tube,FLAGGED - EXISTING CUSTOMER
Super Industrial Gases,P,FLAGGED - EXISTING CUSTOMER
Licious,Linclimited,FLAGGED - EXISTING CUSTOMER
Denso India,Denso Haryana Pvt,FLAGGED - EXISTING CUSTOMER
Century Enka,Century Enka limited,FLAGGED - EXISTING CUSTOMER
Jindal Mechno Bricks,ECH,FLAGGED - EXISTING CUSTOMER
Decathlon India,DECATHLON,FLAGGED - EXISTING CUSTOMER
JCT Ltd,Jacto,FLAGGED - EXISTING CUSTOMER
Urban Ladder,Linclimited,FLAGGED - EXISTING CUSTOMER
Minda Corporation,Raj Corporation Limited,FLAGGED - EXISTING CUSTOMER
SRF (Tech Tex),ECH,FLAGGED - EXISTING CUSTOMER
EQ Graphite,P,FLAGGED - EXISTING CUSTOMER
Matheson (India Rep),P,FLAGGED - EXISTING CUSTOMER
Penna Cement (Ferro),Penna Cement,FLAGGED - EXISTING CUSTOMER
Aarti Gases,Aarti Steels Private Limited,FLAGGED - EXISTING CUSTOMER
Luminous Power Technologies,ECH,FLAGGED - EXISTING CUSTOMER
Neelkanth Gases,Linclimited,FLAGGED - EXISTING CUSTOMER
Central (Future),Linclimited,FLAGGED - EXISTING CUSTOMER
Shree Balaji Oxygen,Shree Balaji Equipments Pvt.,FLAGGED - EXISTING CUSTOMER
ELGi Equipments,Bell Equipment,FLAGGED - EXISTING CUSTOMER
Lear Corporation India,Raj Corporation Limited,FLAGGED - EXISTING CUSTOMER
Sona BLW Comstar,Linclimited,FLAGGED - EXISTING CUSTOMER
Gateway Distriparks,Ate India,FLAGGED - EXISTING CUSTOMER
Recron (Reliance),Linclimited,FLAGGED - EXISTING CUSTOMER
Zepto,Zepto - ETE TMS,FLAGGED - EXISTING CUSTOMER
Coslight India,Coslight India Telecom Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Mamaearth (Honasa),Mamaearth,FLAGGED - EXISTING CUSTOMER
Jain Irrigation (Fresh),Jain Irrigation Systems Ltd,FLAGGED - EXISTING CUSTOMER
Bharat Bijlee,Bharat Bijlee,FLAGGED - EXISTING CUSTOMER
Monster Energy,Monster Energy,FLAGGED - EXISTING CUSTOMER
Greaves Electric Mobility,greaveselectricmobility.com,FLAGGED - EXISTING CUSTOMER
Indorama Synthetics,INDO RAMA SYNTHETICS (I-,FLAGGED - EXISTING CUSTOMER
Crompton Greaves Consumer,P,FLAGGED - EXISTING CUSTOMER
Valeo India,Vale,FLAGGED - EXISTING CUSTOMER
PepsiCo India,P,FLAGGED - EXISTING CUSTOMER
EuroChem India,Metro Chem Industries,FLAGGED - EXISTING CUSTOMER
Shoppers Stop,P,FLAGGED - EXISTING CUSTOMER
HIL Ltd (Fly Ash Bricks),HIL LIMITED,FLAGGED - EXISTING CUSTOMER
Sundaram Clayton,Sundaram-Clayton Limited,FLAGGED - EXISTING CUSTOMER
Jumbotail,Linclimited,FLAGGED - EXISTING CUSTOMER
FirstCry,FirstCry.com,FLAGGED - EXISTING CUSTOMER
United Spirits,United Shippers Limited,FLAGGED - EXISTING CUSTOMER
Lifestyle (Dubai),Linclimited,FLAGGED - EXISTING CUSTOMER
IndiaMART,GHAZIABAD IRON AND STEEL MART,FLAGGED - EXISTING CUSTOMER
Carrier India,Premier Road Carriers - Spot bidding,FLAGGED - EXISTING CUSTOMER
Ashok Leyland (Power Solutions),POWER BANK EV CHARGING SOLUTIONS,FLAGGED - EXISTING CUSTOMER
Pepperfry,PepperFry,FLAGGED - EXISTING CUSTOMER
Greaves Electric,Shreem Electric,FLAGGED - EXISTING CUSTOMER
Grasim (Liva),Linclimited,FLAGGED - EXISTING CUSTOMER
Reliance Industries (Scrap),P,FLAGGED - EXISTING CUSTOMER
Garden Reach,DE,FLAGGED - EXISTING CUSTOMER
Simhapuri Agro,P,FLAGGED - EXISTING CUSTOMER
Wakefit,Wakefit,FLAGGED - EXISTING CUSTOMER
JSPL (Captive),P,FLAGGED - EXISTING CUSTOMER
Log9 Materials,Ate India,FLAGGED - EXISTING CUSTOMER
DLF (Buyer),Linclimited,FLAGGED - EXISTING CUSTOMER
Tata Power Renewable,TATA POWER SOLAR SYSTEMS LIMITED - BANGALORE,FLAGGED - EXISTING CUSTOMER
Trent (Westside),Westside,FLAGGED - EXISTING CUSTOMER
Punj Lloyd,Punj Lloyd,FLAGGED - EXISTING CUSTOMER
MRPL (ONGC),P,FLAGGED - EXISTING CUSTOMER
Tata Power (Cables),TATA POWER SOLAR SYSTEMS LIMITED - BANGALORE,FLAGGED - EXISTING CUSTOMER
McDonald's (Hardcastle),McDonald's Corporation,FLAGGED - EXISTING CUSTOMER
Cochin Shipyard,P,FLAGGED - EXISTING CUSTOMER
Halliburton India,Linclimited,FLAGGED - EXISTING CUSTOMER
Synthite Industries,Synthite Industries Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Pioneer Agro,PIONEER INDUSTRIES,FLAGGED - EXISTING CUSTOMER
Balmer Lawrie,BALMER LAWRIE AND COMPANY LIMITED  - Reverse Auction & TMS,FLAGGED - EXISTING CUSTOMER
Professional Couriers,P,FLAGGED - EXISTING CUSTOMER
State Seeds Corp,Ate India,FLAGGED - EXISTING CUSTOMER
Jindal Power,Jindal Power Limited -Mines Coal Tracing,FLAGGED - EXISTING CUSTOMER
Thermax (O&G),THERMAX,FLAGGED - EXISTING CUSTOMER
Sika India (Waterproof),Ate India,FLAGGED - EXISTING CUSTOMER
Hindustan Colas,Hindustan Pencils,FLAGGED - EXISTING CUSTOMER
Wipro Furniture,Wipro,FLAGGED - EXISTING CUSTOMER
Toshiba T&D India,GE T&D INDIA LIMITED -,FLAGGED - EXISTING CUSTOMER
Atlas Copco India,Atlas Copco India Ltd,FLAGGED - EXISTING CUSTOMER
Knauf India,KNAUF INDIA PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Kalpataru O&G,Kalpataru Limited,FLAGGED - EXISTING CUSTOMER
Shadowfax,Shadowfax,FLAGGED - EXISTING CUSTOMER
Dalmia Cement (Fuel),Linclimited,FLAGGED - EXISTING CUSTOMER
L&T (Pipelines),L&T Technology Services,FLAGGED - EXISTING CUSTOMER
Maruti (Scrap Buyer),P,FLAGGED - EXISTING CUSTOMER
Shapoorji Pallonji,P,FLAGGED - EXISTING CUSTOMER
Gem Granites,Gem,FLAGGED - EXISTING CUSTOMER
GrafTech India,ECH,FLAGGED - EXISTING CUSTOMER
Asian Bitumen,RoadStar Bitumen,FLAGGED - EXISTING CUSTOMER
Tata Motors (Scrap),P,FLAGGED - EXISTING CUSTOMER
Society Tea,Cie-India,FLAGGED - EXISTING CUSTOMER
Kalpataru Projects,Kalpataru Limited,FLAGGED - EXISTING CUSTOMER
Schott Glass India,Schott Glass India,FLAGGED - EXISTING CUSTOMER
ITC (Tea),ITC Limited,FLAGGED - EXISTING CUSTOMER
Olam Spices,SPIC Ltd,FLAGGED - EXISTING CUSTOMER
Paint Companies,TJX Companies,FLAGGED - EXISTING CUSTOMER
Apeejay Tea,P,FLAGGED - EXISTING CUSTOMER
JSPL (Buyer),P,FLAGGED - EXISTING CUSTOMER
Pranav Agro,P,FLAGGED - EXISTING CUSTOMER
Girnar Tea,Girnar Tea,FLAGGED - EXISTING CUSTOMER
Ambuja Cement,Maha Cement,FLAGGED - EXISTING CUSTOMER
ACC Ltd,Bharat Serums and Vaccines Ltd (BSVL),FLAGGED - EXISTING CUSTOMER
GE Power India,P,FLAGGED - EXISTING CUSTOMER
Gabriel India,Linclimited,FLAGGED - EXISTING CUSTOMER
Garware Technical,HNI India,FLAGGED - EXISTING CUSTOMER
NSL Sugars,Linclimited,FLAGGED - EXISTING CUSTOMER
ONGC (Pipes),P,FLAGGED - EXISTING CUSTOMER
Nestle India (Coffee),nestle,FLAGGED - EXISTING CUSTOMER
GMR Energy,Monster Energy,FLAGGED - EXISTING CUSTOMER
Sterlite Grid,Linclimited,FLAGGED - EXISTING CUSTOMER
Petrofac India,P,FLAGGED - EXISTING CUSTOMER
Schneider Electric,Schneider Electric Infrastructure Ltd,FLAGGED - EXISTING CUSTOMER
Jodhpur Furniture Assn,P,FLAGGED - EXISTING CUSTOMER
Jindal SAW (DI),Jindal SAW,FLAGGED - EXISTING CUSTOMER
Steel Companies,TJX Companies,FLAGGED - EXISTING CUSTOMER
Dutron Polymers,DR Polymers Pvt Ltd,FLAGGED - EXISTING CUSTOMER
ONGC (Scrap),P,FLAGGED - EXISTING CUSTOMER
OCP India,OCP Group,FLAGGED - EXISTING CUSTOMER
Rossell India,Linclimited,FLAGGED - EXISTING CUSTOMER
Global Green (VegPro),Global Green Company Limited,FLAGGED - EXISTING CUSTOMER
Tide Water Oil,Ate India,FLAGGED - EXISTING CUSTOMER
Dharani Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
Penna Cement,Penna Cement,FLAGGED - EXISTING CUSTOMER
Sagar Cements,Maha Cement,FLAGGED - EXISTING CUSTOMER
TruAlt Bioenergy,Linclimited,FLAGGED - EXISTING CUSTOMER
Nuvoco Vistas,NUVOCO VISTAS,FLAGGED - EXISTING CUSTOMER
Bilcare,Bilcare Others - TMS,FLAGGED - EXISTING CUSTOMER
Seshasayee Paper,Seshasayee Paper & Boards Ltd. - India,FLAGGED - EXISTING CUSTOMER
TCPL Packaging,Corys Packaging,FLAGGED - EXISTING CUSTOMER
Classic Marble,Classic Marble Co Pvt Ltd.,FLAGGED - EXISTING CUSTOMER
CAMPCO,P,FLAGGED - EXISTING CUSTOMER
UltraTech RMC,UltraTech Cement,FLAGGED - EXISTING CUSTOMER
Godrej Construction,Bigbloc Construction,FLAGGED - EXISTING CUSTOMER
Cantabil Retail,Linclimited,FLAGGED - EXISTING CUSTOMER
Blinkit (Fresh),Blinkit,FLAGGED - EXISTING CUSTOMER
NCC (Pipelines),P,FLAGGED - EXISTING CUSTOMER
CPCL (IOCL),OCL INDIA LIMITED,FLAGGED - EXISTING CUSTOMER
Saharanpur Cluster,P,FLAGGED - EXISTING CUSTOMER
MGL,Linclimited,FLAGGED - EXISTING CUSTOMER
APEDA,P,FLAGGED - EXISTING CUSTOMER
UltraTech Cement,UltraTech Cement,FLAGGED - EXISTING CUSTOMER
Welspun (Pipelines),P,FLAGGED - EXISTING CUSTOMER
JSW Steel (Buyer),Linclimited,FLAGGED - EXISTING CUSTOMER
Mahindra (Scrap),P,FLAGGED - EXISTING CUSTOMER
India Post (Speed Post),P,FLAGGED - EXISTING CUSTOMER
L&T (Scrap Sale),L&T Technology Services,FLAGGED - EXISTING CUSTOMER
Srinivasa Farms,Srinivasa Farms,FLAGGED - EXISTING CUSTOMER
Airtel (Fiber),air,FLAGGED - EXISTING CUSTOMER
Showa Denko Carbon,India Carbon Limited,FLAGGED - EXISTING CUSTOMER
Aditya Birla (Chemicals),Aditya Birla,FLAGGED - EXISTING CUSTOMER
J Kumar Infraprojects,J Kumar Infraprojects,FLAGGED - EXISTING CUSTOMER
Ramco Cement,The Ramco Cements Limited,FLAGGED - EXISTING CUSTOMER
Skylark Hatcheries,Linclimited,FLAGGED - EXISTING CUSTOMER
L&T (Buyer),L&T Technology Services,FLAGGED - EXISTING CUSTOMER
Ballarpur Industries,Ballarpur Industries Limited,FLAGGED - EXISTING CUSTOMER
Gayatri Projects,P,FLAGGED - EXISTING CUSTOMER
Prestige Estates,Ate India,FLAGGED - EXISTING CUSTOMER
Zepto (Fresh),Zepto,FLAGGED - EXISTING CUSTOMER
Voltas (Projects),P,FLAGGED - EXISTING CUSTOMER
SKM Egg Products,P,FLAGGED - EXISTING CUSTOMER
HPCL (Pipelines),P,FLAGGED - EXISTING CUSTOMER
J M Baxi,JM Baxi & Co.,FLAGGED - EXISTING CUSTOMER
Gujarat Borosil,Linclimited,FLAGGED - EXISTING CUSTOMER
STP Ltd,STP Limited - Fretron Services,FLAGGED - EXISTING CUSTOMER
India Cements,Asian Concrete & Cements Private Limited,FLAGGED - EXISTING CUSTOMER
Market Size (Rs Cr),Ark,FLAGGED - EXISTING CUSTOMER
Mahindra Powerol,P,FLAGGED - EXISTING CUSTOMER
Schaeffler India,Linclimited,FLAGGED - EXISTING CUSTOMER
Swiggy Instamart,Swiggy,FLAGGED - EXISTING CUSTOMER
State Agri Universities,Ate India,FLAGGED - EXISTING CUSTOMER
Hinduja National Power,P,FLAGGED - EXISTING CUSTOMER
Boat,Bata India,FLAGGED - EXISTING CUSTOMER
Huhtamaki India,AKI,FLAGGED - EXISTING CUSTOMER
PharmEasy,Axelia Solutions Pvt Ltd (PharmEasy),FLAGGED - EXISTING CUSTOMER
Lonking India,Linclimited,FLAGGED - EXISTING CUSTOMER
Hindustan Coca-Cola,Coca-Cola India,FLAGGED - EXISTING CUSTOMER
Supreme Nonwoven,P,FLAGGED - EXISTING CUSTOMER
Diamond Cables,Diamond,FLAGGED - EXISTING CUSTOMER
National Highways Authority,Linclimited,FLAGGED - EXISTING CUSTOMER
Subway India,subway,FLAGGED - EXISTING CUSTOMER
Oriental Structural,Oriental Structural Engineers,FLAGGED - EXISTING CUSTOMER
Dalmia Bharat,Linclimited,FLAGGED - EXISTING CUSTOMER
Shell Lubricants,Linclimited,FLAGGED - EXISTING CUSTOMER
Sakthi Sugars,sugarindia,FLAGGED - EXISTING CUSTOMER
Metro Rail Projects,P,FLAGGED - EXISTING CUSTOMER
Cosentino (Silestone),Linclimited,FLAGGED - EXISTING CUSTOMER
Kuantum Papers,P,FLAGGED - EXISTING CUSTOMER
Simbhaoli Sugars,Linclimited,FLAGGED - EXISTING CUSTOMER
Rajshree Sugars,REE,FLAGGED - EXISTING CUSTOMER
NAYARA Energy,Lunar Energy,FLAGGED - EXISTING CUSTOMER
BPCL (Pipelines),P,FLAGGED - EXISTING CUSTOMER
Amazon India (Furniture),Almutlaq Furniture,FLAGGED - EXISTING CUSTOMER
Archidply,Archidply - Spot +Sim tracking,FLAGGED - EXISTING CUSTOMER
N R Agarwal Industries,Linclimited,FLAGGED - EXISTING CUSTOMER
Technip FMC,HNI India,FLAGGED - EXISTING CUSTOMER
Man Industries (O&G),Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
ACC Ready Mix,ACC Limited,FLAGGED - EXISTING CUSTOMER
BHEL (O&G Equipment),Bell Equipment,FLAGGED - EXISTING CUSTOMER
NRL (ONGC),Linclimited,FLAGGED - EXISTING CUSTOMER
Tata Steel (Buyer),Tata Steel Long Products Ltd,FLAGGED - EXISTING CUSTOMER
Schlumberger India,"Prodo || Ex OYO, Schlumberger, ZS",FLAGGED - EXISTING CUSTOMER
Adani Total Gas,Linclimited,FLAGGED - EXISTING CUSTOMER
RDC Concrete,KJS Concrete,FLAGGED - EXISTING CUSTOMER
JK Lakshmi (Gypsum),JK Lakshmi Cement - Plant Automation + TMS,FLAGGED - EXISTING CUSTOMER
Tata AutoComp (BESS),TATA AutoComp Systems Ltd,FLAGGED - EXISTING CUSTOMER
Tat Coffee (SL),Linclimited,FLAGGED - EXISTING CUSTOMER
IFGL Refractories,Linclimited,FLAGGED - EXISTING CUSTOMER
Shree Cement (Gypsum),P,FLAGGED - EXISTING CUSTOMER
Organic India,Laxmi Organic Industries Ltd,FLAGGED - EXISTING CUSTOMER
Servotech Power,Sterlite Power,FLAGGED - EXISTING CUSTOMER
Johnson (Prism),Prism Johnson Limited - fretron TMS,FLAGGED - EXISTING CUSTOMER
Crofarm (Otipy),Farm,FLAGGED - EXISTING CUSTOMER
Hindware (Pipes),P,FLAGGED - EXISTING CUSTOMER
Duro Plywood,P,FLAGGED - EXISTING CUSTOMER
La Opala RG,P,FLAGGED - EXISTING CUSTOMER
RG Builders (Blocks),Linclimited,FLAGGED - EXISTING CUSTOMER
Fuyao Glass (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Continental Coffee,Continental,FLAGGED - EXISTING CUSTOMER
Namdhari Fresh,Namdhari's Fresh,FLAGGED - EXISTING CUSTOMER
Siporex AAC (ACC),P,FLAGGED - EXISTING CUSTOMER
Azure Power,Azure Power,FLAGGED - EXISTING CUSTOMER
UltraTech (Gypsum),Ate India,FLAGGED - EXISTING CUSTOMER
Savita Oil,SAVITA OIL TECHNOLOGIES LIMITED - NAVI MUMBAI,FLAGGED - EXISTING CUSTOMER
Biltech Building Products,ECH,FLAGGED - EXISTING CUSTOMER
Sagar Marble,Linclimited,FLAGGED - EXISTING CUSTOMER
Kabra Extrusion,ION,FLAGGED - EXISTING CUSTOMER
National Seeds Corp,Linclimited,FLAGGED - EXISTING CUSTOMER
Acme Solar,Linclimited,FLAGGED - EXISTING CUSTOMER
Envision Energy,Envision,FLAGGED - EXISTING CUSTOMER
BILT AAC Blocks,Linclimited,FLAGGED - EXISTING CUSTOMER
Jain Irrigation (Tissue),Jain Irrigation Systems Ltd,FLAGGED - EXISTING CUSTOMER
Weatherford India,Weatherford,FLAGGED - EXISTING CUSTOMER
Gandhar Oil,Linclimited,FLAGGED - EXISTING CUSTOMER
NHAI Contractors,RS,FLAGGED - EXISTING CUSTOMER
PWD (State Roads),Ate India,FLAGGED - EXISTING CUSTOMER
Sagar Cement AAC,Sagar Cements,FLAGGED - EXISTING CUSTOMER
Ajay Industrial Corp,CNH Industrial,FLAGGED - EXISTING CUSTOMER
Baker Hughes India,baker hughes,FLAGGED - EXISTING CUSTOMER
Akay Flavours,Linclimited,FLAGGED - EXISTING CUSTOMER
Trafigura India,Fig,FLAGGED - EXISTING CUSTOMER
Total Produce (Fyffes),P,FLAGGED - EXISTING CUSTOMER
India Cements (Fuel),Linclimited,FLAGGED - EXISTING CUSTOMER
Namdhari Seeds,namdhariseeds,FLAGGED - EXISTING CUSTOMER
Ultratech AAC,UltraTech Cement,FLAGGED - EXISTING CUSTOMER
Phalada Agro,P,FLAGGED - EXISTING CUSTOMER
Valvoline Cummins,Valvoline Cummins Ltd,FLAGGED - EXISTING CUSTOMER
Kitply Industries,Itpl,FLAGGED - EXISTING CUSTOMER
Cameron (SLB),Linclimited,FLAGGED - EXISTING CUSTOMER
PHI Seeds (Corteva),PHI SEEDS PRIVATE LIMITED - HYDERABAD,FLAGGED - EXISTING CUSTOMER
Lafarge Holcim RMC,Lafarge India Pvt. Ltd.,FLAGGED - EXISTING CUSTOMER
Fieldfresh Foods (Bharti),Linclimited,FLAGGED - EXISTING CUSTOMER
Orient Bell,Orient Bell,FLAGGED - EXISTING CUSTOMER
Kajaria Ceramics,CERA,FLAGGED - EXISTING CUSTOMER
Petra Buildcare,P,FLAGGED - EXISTING CUSTOMER
SDB Logistics,Vishnu Logistics,FLAGGED - EXISTING CUSTOMER
Mars Petcare,P,FLAGGED - EXISTING CUSTOMER
Captain Pipes,P,FLAGGED - EXISTING CUSTOMER
AIS Glass Solutions,AgileApt Solutions,FLAGGED - EXISTING CUSTOMER
Birla White,Linclimited,FLAGGED - EXISTING CUSTOMER
Ecogreen Bricks,REE,FLAGGED - EXISTING CUSTOMER
Somany Ceramics,Somany Ceramics Ltd,FLAGGED - EXISTING CUSTOMER
IOCL (Base Oils),OCL INDIA LIMITED,FLAGGED - EXISTING CUSTOMER
Lavish Granites,Linclimited,FLAGGED - EXISTING CUSTOMER
McCormick India,McCormick & Company Incorporated,FLAGGED - EXISTING CUSTOMER
Dr. Fixit (Pidilite),Pidilite,FLAGGED - EXISTING CUSTOMER
Waterbase Ltd,Ate India,FLAGGED - EXISTING CUSTOMER
Dudhsagar Dairy,air,FLAGGED - EXISTING CUSTOMER
Mangalore Refinery,Numaligarh Refinery,FLAGGED - EXISTING CUSTOMER
McDermott India,DE,FLAGGED - EXISTING CUSTOMER
Sunrise Marble,Linclimited,FLAGGED - EXISTING CUSTOMER
ACC Concrete,KJS Concrete,FLAGGED - EXISTING CUSTOMER
Navkar Corporation,Navkar Corporation Ltd.,FLAGGED - EXISTING CUSTOMER
Empire Industries,P,FLAGGED - EXISTING CUSTOMER
Patanjali (Tea),P,FLAGGED - EXISTING CUSTOMER
Ramco Cements (Fuel),The Ramco Cements Limited,FLAGGED - EXISTING CUSTOMER
Borosil Renewables,Linclimited,FLAGGED - EXISTING CUSTOMER
Action Tesa,Action Tesa,FLAGGED - EXISTING CUSTOMER
Sagar Polymers,Sarda Bio Polymers Pvt,FLAGGED - EXISTING CUSTOMER
Ballarpur Industries (BILT),Ballarpur Industries Limited,FLAGGED - EXISTING CUSTOMER
EPL Limited (Essel Propack),P,FLAGGED - EXISTING CUSTOMER
Garware Hi-Tech Films,ECH,FLAGGED - EXISTING CUSTOMER
MH belt entry,Linclimited,FLAGGED - EXISTING CUSTOMER
Herman Miller,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Saraswati Plywood,Samrat Plywood Limited,FLAGGED - EXISTING CUSTOMER
Lesso India,Linclimited,FLAGGED - EXISTING CUSTOMER
Caesarstone India,RS,FLAGGED - EXISTING CUSTOMER
Plant Lipids,Plant Lipids Private Limited,FLAGGED - EXISTING CUSTOMER
Eneos India,INEOS,FLAGGED - EXISTING CUSTOMER
Raj Petro Specialties,P,FLAGGED - EXISTING CUSTOMER
Petronas Lubricants,P,FLAGGED - EXISTING CUSTOMER
KRIBHCO (Seeds),kribhco,FLAGGED - EXISTING CUSTOMER
Regatta Granites,EGA,FLAGGED - EXISTING CUSTOMER
SK Lubricants,KOUPER LUBRICANTS PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Maithan Ceramics,Somany Ceramics Ltd,FLAGGED - EXISTING CUSTOMER
Caratec Solar,Ate India,FLAGGED - EXISTING CUSTOMER
Asian Granito (Quartz),ASIAN GRANITO INDIA LIMITED - HIMMAT NAGAR,FLAGGED - EXISTING CUSTOMER
Frontier Polymers,P,FLAGGED - EXISTING CUSTOMER
Knauf India Pvt Ltd,KNAUF INDIA PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Moserbear Solar (Revival),Linclimited,FLAGGED - EXISTING CUSTOMER
Ajeet Seeds,Ajeet Seeds,FLAGGED - EXISTING CUSTOMER
SKF India (Greases),SKF India,FLAGGED - EXISTING CUSTOMER
Satia Industries,Swati Industries,FLAGGED - EXISTING CUSTOMER
Emami Paper,Emami Limited,FLAGGED - EXISTING CUSTOMER
Del Monte India,Del Monte,FLAGGED - EXISTING CUSTOMER
APL Apollo Building Products,P,FLAGGED - EXISTING CUSTOMER
Mahagrapes,P,FLAGGED - EXISTING CUSTOMER
Xinyi Glass (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Parksons Packaging,Parksons Packaging,FLAGGED - EXISTING CUSTOMER
Longi Green (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Jinko Solar (India),Ikaros-Solar,FLAGGED - EXISTING CUSTOMER
Trishul Plaster,P,FLAGGED - EXISTING CUSTOMER
Reliance (Base Oils),Linclimited,FLAGGED - EXISTING CUSTOMER
ExxonMobil India,ExxonMobil,FLAGGED - EXISTING CUSTOMER
Bharat Petroleum (Base),BHARAT PETROLEUM CORPORATE LTD,FLAGGED - EXISTING CUSTOMER
Total Energies,Linclimited,FLAGGED - EXISTING CUSTOMER
Navsari Agri Univ,Avs,FLAGGED - EXISTING CUSTOMER
Zuari Seeds,RASI SEEDS,FLAGGED - EXISTING CUSTOMER
Flat Glass Industries,BA GLASS,FLAGGED - EXISTING CUSTOMER
Topland Engines (Glass),P,FLAGGED - EXISTING CUSTOMER
Triveni Glass,Linclimited,FLAGGED - EXISTING CUSTOMER
Quaker Houghton,Quaker Houghton,FLAGGED - EXISTING CUSTOMER
BuildMate (BILT),Ate India,FLAGGED - EXISTING CUSTOMER
Renacon Buildtech,ECH,FLAGGED - EXISTING CUSTOMER
Mangalam Timber,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Kelvin Pipes,P,FLAGGED - EXISTING CUSTOMER
Growel Feeds,Growel Feeds Pvt,FLAGGED - EXISTING CUSTOMER
Bharat Petroleum (NRL),BHARAT PETROLEUM CORPORATE LTD,FLAGGED - EXISTING CUSTOMER
Biltech Building,ECH,FLAGGED - EXISTING CUSTOMER
