Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority,tier0_score,tier0_tier
Apar Industries,Steel & Metals,Non Ferrous Metals,Conductors,Penetration,Mumbai,"Silvassa, Vadodara (GJ), Jharsuguda (OD)",15000.0,4000.0,305.0,,80,high_priority
Aurobindo Pharma,FMCG & Consumer,Pharma Healthcare,Formulations/API,Expansion,Hyderabad,"Hyderabad (TS), Visakhapatnam (AP), Baddi",26000.0,23000.0,293.0,,80,high_priority
MCL (Mahanadi Coalfields),Mining & Minerals,Mining Minerals,Coal,Penetration,Sambalpur,"Odisha (Talcher, IB Valley, Sambalpur)",30000.0,20000.0,288.0,,80,high_priority
Ruchi Soya (Patanjali),FMCG & Consumer,Edible Oils,Refining,Expansion,Indore,"Indore (MP), Kandla (GJ), Nagpur",25000.0,5000.0,295.0,,80,high_priority
MRF Ltd (Rubber Div),Chemicals & Petrochemicals,Rubber Latex,Industrial,Expansion,Chennai,"Chennai (TN), Tiruvottiyur, Goa, Puducherry",25000.0,20000.0,295.0,,80,high_priority
Reliance Industries (Fibres),Chemicals & Petrochemicals,Synthetic Fibres,Polyester,Expansion,Mumbai,"Hazira (GJ), Patalganga (MH), Silvassa, Hoshiarpur",25000.0,8000.0,295.0,,80,high_priority
Bunge India,FMCG & Consumer,Fmcg Foods Personal Care,Edible Oil,Penetration,Mumbai,"Rajpura (PB), Kandla, Krishnapatnam",20000.0,1500.0,305.0,,80,high_priority
Haldiram's,FMCG & Consumer,Food Grains Staples,Snacks/Staples,Penetration,Nagpur,"Nagpur (MH), Delhi, Kolkata, Bikaner",12000.0,25000.0,295.0,,80,high_priority
Chemplast Sanmar,Chemicals & Petrochemicals,Petrochemicals Polymers,PVC,Expansion,Chennai,"Mettur (TN), Cuddalore (TN)",5500.0,3000.0,120.0,,75,high_priority
Mondelez India,FMCG & Consumer,Fmcg Foods Personal Care,Confectionery,Penetration,Mumbai,"Baddi (HP), Induri (MH), Sricity (AP)",8500.0,4500.0,255.0,,75,high_priority
Karnataka Milk Federation,FMCG & Consumer,Dairy Products,Cooperative,Penetration,Bangalore,"Bangalore, Mysore, Dharwad",25000.0,10000.0,167.0,,75,high_priority
Imports (Port Delivery),Steel & Metals,Metal Scrap,Import,Penetration,,"Kandla, JNPT, Chennai",20000.0,2000.0,170.0,,75,high_priority
NMDC,Mining & Minerals,Industrial Minerals,Multi,Penetration,Hyderabad,"CG, Karnataka, MP, Rajasthan",20000.0,7000.0,170.0,,75,high_priority
Polyplex Corporation,Chemicals & Petrochemicals,Petrochemicals Polymers,PET Films,Penetration,Delhi,"Khatima (UK), Thailand, Turkey",5500.0,2500.0,120.0,,75,high_priority
KEI Industries,Steel & Metals,Non Ferrous Metals,Cu/Al Cables,Penetration,Delhi,"Bhiwadi (RJ), Silvassa, Chopanki (RJ)",8500.0,3500.0,170.0,,75,high_priority
KEC International,Auto & Engineering,Project Cargo,EPC,Penetration,Mumbai,"Mumbai, Nagpur, Jaipur",18000.0,12000.0,175.0,,75,high_priority
Atul Ltd,Chemicals & Petrochemicals,Specialty Chemicals,Diversified,Expansion,Valsad,"Atul (GJ), Ankleshwar (GJ), Tarapur (MH)",5800.0,5500.0,172.0,,75,high_priority
Supreme Industries,Chemicals & Petrochemicals,Petrochemicals Polymers,PVC Pipes,Penetration,Mumbai,Pan-India,10500.0,8000.0,255.0,,75,high_priority
Welspun India,Chemicals & Petrochemicals,Synthetic Fibres,Home Textiles,Expansion,Mumbai,"Vapi (GJ), Anjar, Kutch",10000.0,25000.0,139.0,,75,high_priority
Louis Dreyfus,FMCG & Consumer,Food Grains Staples,Trading,Penetration,Geneva,"Kandla (GJ), Kakinada (AP), Mumbai",15000.0,1000.0,295.0,,75,high_priority
KPR Mill,FMCG & Consumer,Textiles Apparel,Yarn/Garments,Expansion,Coimbatore,"Coimbatore (TN), Tirupur (TN), Arasur (TN)",6500.0,40000.0,179.0,,75,high_priority
Vardhman Textiles,Chemicals & Petrochemicals,Synthetic Fibres,Yarn,Expansion,Ludhiana,"Ludhiana (PB), Baddi (HP), Nalagarh",8500.0,20000.0,115.0,,75,high_priority
RIL Retail (Polymer Dist),Chemicals & Petrochemicals,Petrochemicals Polymers,Distribution,Penetration,Mumbai,Pan-India,15000.0,2000.0,220.0,,75,high_priority
Secondary Steel Mills,Steel & Metals,Metal Scrap,Buyers,Penetration,,"Raipur, Mandi Gobindgarh, Ghaziabad",25000.0,30000.0,340.0,,75,high_priority
Tata Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,Soda Ash/Specialty,Penetration,Mumbai,"Mithapur (GJ), Haldia (WB), UK, Kenya",16000.0,4500.0,340.0,,75,high_priority
Chambal Fertilisers,Chemicals & Petrochemicals,Fertilizers,Private,Expansion,Delhi,Gadepan (RJ),16000.0,2200.0,275.0,,75,high_priority
Reliance Retail (Staples),FMCG & Consumer,Food Grains Staples,Staples,Penetration,Mumbai,Pan-India,15000.0,10000.0,330.0,,75,high_priority
Parle Agro,FMCG & Consumer,Beverages,Beverages,Expansion,Mumbai,"Silvassa, Nagpur, Kanpur, Bangalore",4000.0,3500.0,120.0,,75,high_priority
OMC Ltd (Odisha Mining),Mining & Minerals,Mining Minerals,Iron Ore,Penetration,Bhubaneswar,"Odisha (Gandhamardan, Suakati, Daitari)",6500.0,2000.0,122.0,,75,high_priority
APL Apollo Tubes,Steel & Metals,Steel Coils,Tubes/Coils,Expansion,Delhi,"Raipur (CG), Hosur (TN), Sikandrabad (UP), Murbad (MH), Dubai",18000.0,5000.0,88.0,,75,high_priority
BPCL (Projects),Energy & Fuel,Oil Gas Services,Refining,Expansion,Mumbai,"Mumbai, Kochi, Bina, Numaligarh",500000.0,12000.0,185.0,,75,high_priority
Biocon Ltd,FMCG & Consumer,Pharma Healthcare,Biotech/API,Expansion,Bangalore,"Bangalore (KA), Hyderabad (TS)",12500.0,15000.0,138.0,,75,high_priority
Parle Products,FMCG & Consumer,Food Processing,Biscuits,Penetration,Mumbai,"Pan-India (Vile Parle, Bahadurgarh, Neemrana)",14000.0,6000.0,142.0,,75,high_priority
Essel Mining (Aditya Birla),Mining & Minerals,Mining Minerals,Iron Ore,Expansion,Kolkata,"Odisha, Jharkhand",8000.0,3500.0,145.0,,75,high_priority
Hindalco (Mining),Mining & Minerals,Mining Minerals,Bauxite,Penetration,Mumbai,"Odisha (Utkal), Jharkhand, Maharashtra",8000.0,3000.0,145.0,,75,high_priority
Skoda Auto VW,Auto & Engineering,Auto Oem,PV,Penetration,Pune,Chakan (MH),15000.0,5000.0,145.0,,75,high_priority
Astral Ltd,Chemicals & Petrochemicals,Petrochemicals Polymers,PVC/CPVC Pipes,Penetration,Ahmedabad,"Santej (GJ), Hosur (TN), Ghiloth (RJ)",6000.0,4500.0,145.0,,75,high_priority
Mankind Pharma,FMCG & Consumer,Pharma Healthcare,Formulations,Penetration,Delhi,"Paonta Sahib (HP), Haridwar (UK), Sikkim",11000.0,18000.0,138.0,,75,high_priority
Hatsun Agro,FMCG & Consumer,Fmcg Foods Personal Care,Dairy,Penetration,Chennai,"Salem (TN), Belgaum (KA), Kanchipuram",10000.0,6500.0,272.0,,75,high_priority
IOCL (Projects),Energy & Fuel,Oil Gas Services,Refining,Expansion,Delhi,"Panipat, Mathura, Haldia, Paradip",800000.0,32000.0,270.0,,75,high_priority
Birla Opus (Grasim),Chemicals & Petrochemicals,Paints Coatings,Decorative,Expansion,Mumbai,"Panipat (HR), Ludhiana (PB), Cheyyar (TN), Chamarajanagar (KA), Mahad (MH), Jejuri (MH)",2500.0,3000.0,85.0,,75,high_priority
Tata Consumer Products,FMCG & Consumer,Food Processing,Multi,Penetration,Mumbai,"Munnar (KL), Bangalore, Jamshedpur",15000.0,3500.0,135.0,,75,high_priority
Royal Enfield,Auto & Engineering,Auto Oem,2W,Penetration,Chennai,"Oragadam (TN), Vallam (TN)",17000.0,6000.0,155.0,,75,high_priority
ABD (Allied Blenders),FMCG & Consumer,Beverages,IMFL,Expansion,Mumbai,"Pan-India (Maharashtra, Karnataka, AP, UP)",4500.0,3500.0,130.0,,75,high_priority
Suzlon Energy,Auto & Engineering,Project Cargo,Wind,Expansion,Pune,"Pune (MH), Pondicherry, Daman",6000.0,5000.0,155.0,,75,high_priority
Alkem Labs,FMCG & Consumer,Pharma Healthcare,Formulations,Penetration,Mumbai,"Baddi (HP), Taloja (MH), Daman, Sikkim",13000.0,20000.0,155.0,,75,high_priority
Sterlite Technologies,Steel & Metals,Non Ferrous Metals,Cables,Penetration,Pune,"Aurangabad (MH), Shendra (MH), Silvassa",6500.0,3500.0,130.0,,75,high_priority
Ambuja Cement (Mining),Mining & Minerals,Mining Minerals,Limestone,Penetration,Mumbai,"Gujarat, HP, Punjab, Rajasthan",8000.0,3500.0,158.0,,75,high_priority
Varun Beverages,FMCG & Consumer,Fmcg Foods Personal Care,Beverages,Penetration,Gurugram,Pan-India (PepsiCo franchisee),18000.0,12000.0,475.0,,75,high_priority
Honda Cars India,Auto & Engineering,Auto Oem,PV,Penetration,Greater Noida,Tapukara (RJ),12000.0,4000.0,128.0,,75,high_priority
HPCL (Projects),Energy & Fuel,Oil Gas Services,Refining,Expansion,Mumbai,"Mumbai, Vizag, Bathinda",450000.0,10000.0,160.0,,75,high_priority
Marico Ltd,FMCG & Consumer,Edible Oils,Premium Oils,Expansion,Mumbai,"Perundurai (TN), Baddi (HP), Kanjikode (KL)",10000.0,2500.0,123.0,,75,high_priority
Glenmark Pharma,FMCG & Consumer,Pharma Healthcare,Formulations/API,Penetration,Mumbai,"Baddi (HP), Ankleshwar (GJ), Nashik (MH)",13500.0,15000.0,165.0,,75,high_priority
Raymond Ltd,FMCG & Consumer,Textiles Apparel,Suiting/Garments,Expansion,Mumbai,"Thane (MH), Jalgaon (MH), Chhindwara (MP), Vapi (GJ)",9500.0,20000.0,257.0,,75,high_priority
ECL (Eastern Coalfields),Mining & Minerals,Mining Minerals,Coal,Penetration,Sanctoria,"West Bengal (Asansol, Durgapur)",18000.0,50000.0,182.0,,75,high_priority
Ola Electric,Auto & Engineering,Auto Oem,EV 2W,Expansion,Bangalore,Krishnagiri (TN),5000.0,3500.0,115.0,,75,high_priority
Colgate-Palmolive,FMCG & Consumer,Fmcg Foods Personal Care,Oral Care,Penetration,Mumbai,"Sanand (GJ), Baddi (HP), Sricity (AP)",5800.0,3000.0,187.0,,75,high_priority
Rashtriya Chemicals,Chemicals & Petrochemicals,Fertilizers,PSU,Expansion,Mumbai,"Trombay (MH), Thal (MH)",12000.0,4000.0,208.0,,75,high_priority
Honda 2W,Auto & Engineering,Two Wheelers Tractors,2W,Penetration,Delhi,"Manesar (HR), Tapukara (RJ), Narsapura (KA), Vithalpur (GJ)",32000.0,7500.0,310.0,,75,high_priority
BALCO (Vedanta),Steel & Metals,Non Ferrous Metals,Aluminium,Penetration,Delhi,Korba (CG),12000.0,3500.0,200.0,,75,high_priority
Blue Star Ltd,FMCG & Consumer,Consumer Durables,AC/Commercial,Expansion,Mumbai,"Wada (MH), Himachal, Ahmedabad (GJ), Sricty (AP)",10000.0,4500.0,242.0,,75,high_priority
Endurance Technologies,Steel & Metals,Non Ferrous Metals,Al Die Casting,Penetration,Aurangabad,"Aurangabad (MH), Pune, Pantnagar (UK), Chennai",10000.0,8000.0,205.0,,75,high_priority
Reckitt India,FMCG & Consumer,Fmcg Foods Personal Care,Home/Health,Penetration,Gurugram,"Hosur (TN), Baddi (HP), Sitarganj (UK)",6500.0,3500.0,205.0,,75,high_priority
HMEL (HPCL-Mittal),Chemicals & Petrochemicals,Petrochemicals Polymers,Integrated,Penetration,Bhatinda,Bhatinda (PB),45000.0,3000.0,305.0,,75,high_priority
CPCL,Chemicals & Petrochemicals,Petrochemicals Polymers,Aromatics,Penetration,Chennai,Manali (TN),35000.0,1800.0,205.0,,75,high_priority
BASF India,Chemicals & Petrochemicals,Specialty Chemicals,Diversified,Penetration,Mumbai,"Navi Mumbai, Mangalore, Dahej, Panoli",15000.0,3000.0,310.0,,75,high_priority
JSPL (TMT),Steel & Metals,Steel Structural,Integrated,Expansion,Delhi,"Raigarh (CG), Angul (OD)",18000.0,6000.0,107.0,,75,high_priority
SRF Ltd (Tech Textiles),Chemicals & Petrochemicals,Synthetic Fibres,Nylon/Tech,Expansion,Gurugram,"Gummidipoondi (TN), Manali, Bhiwadi",8000.0,5000.0,107.0,,75,high_priority
Reliance Retail,E-commerce & Retail,Ecommerce Retail,Omnichannel,Expansion,Mumbai,"Pan-India (Delhi, Mumbai, Bangalore, Hyderabad)",275000.0,450000.0,200.0,,75,high_priority
Trident Ltd,FMCG & Consumer,Textiles Apparel,Home Textiles/Paper,Expansion,Ludhiana,"Barnala (PB), Sanghera (PB), Budhni (MP)",8000.0,20000.0,223.0,,75,high_priority
Finolex Industries,Chemicals & Petrochemicals,Petrochemicals Polymers,PVC/Pipes,Expansion,Pune,"Ratnagiri (MH), Pune",4800.0,2800.0,102.0,,75,high_priority
Aarti Industries,Chemicals & Petrochemicals,Specialty Chemicals,Specialty,Expansion,Mumbai,"Vapi (GJ), Jhagadia (GJ), Dahej (GJ), Tarapur",7500.0,5000.0,223.0,,75,high_priority
ONGC,Energy & Fuel,Oil Gas Services,E&P,Expansion,Delhi,"Mumbai Offshore, Ahmedabad, Assam, KG Basin",150000.0,30000.0,220.0,,75,high_priority
Reliance Industries Retail (Polymer Dist),Chemicals & Petrochemicals,Petrochemicals Polymers,Distribution,Penetration,Mumbai,Pan-India,15000.0,2000.0,220.0,,75,high_priority
NCL (Northern Coalfields),Mining & Minerals,Mining Minerals,Coal,Penetration,Singrauli,Madhya Pradesh (Singrauli),22000.0,15000.0,218.0,,75,high_priority
UltraTech (Mining),Mining & Minerals,Mining Minerals,Limestone,Penetration,Mumbai,Pan-India (all plant locations),12000.0,5000.0,215.0,,75,high_priority
Volvo-Eicher,Auto & Engineering,Auto Oem,CV,Penetration,Bangalore,"Pithampur (MP), Hosakote (KA)",22000.0,6000.0,215.0,,75,high_priority
Aditya Birla Fashion,FMCG & Consumer,Textiles Apparel,Retail/Garments,Expansion,Mumbai,"Bangalore (KA), Silvassa",14000.0,30000.0,310.0,,75,high_priority
Jindal SAW,Steel & Metals,Steel Coils,Pipes,Penetration,Delhi,"Mundra (GJ), Nashik (MH), Bellary (KA)",14000.0,6000.0,102.0,,75,high_priority
DCM Shriram,Chemicals & Petrochemicals,Specialty Chemicals,Chlor-alkali,Penetration,Delhi,"Kota (RJ), Bharuch (GJ), Jhagadia",11000.0,7000.0,242.0,,75,high_priority
Shyam Metalics,Steel & Metals,Non Ferrous Metals,Ferro Alloys,Penetration,Kolkata,"Sambalpur (OD), Jamuria (WB)",16500.0,8000.0,320.0,,75,high_priority
Wipro Consumer,FMCG & Consumer,Fmcg Foods Personal Care,Personal Care,Penetration,Bangalore,"Bangalore, Baddi, Hyderabad",3500.0,2500.0,110.0,,75,high_priority
Vardhman Textiles,FMCG & Consumer,Textiles Apparel,Yarn/Fabrics,Expansion,Ludhiana,"Ludhiana (PB), Baddi (HP), Bathinda (PB), Himachal",9000.0,25000.0,249.0,,75,high_priority
Deepak Nitrite,Chemicals & Petrochemicals,Specialty Chemicals,Nitro-aromatics,Expansion,Vadodara,"Nandesari (GJ), Dahej (GJ), Hyderabad (TS)",8500.0,3500.0,240.0,,75,high_priority
RR Global,Steel & Metals,Non Ferrous Metals,Cu Cables,Penetration,Jaipur,"Jaipur (RJ), Silvassa, Bhiwadi",5500.0,2500.0,110.0,,75,high_priority
PI Industries,Chemicals & Petrochemicals,Agrochemicals,Custom Synthesis,Expansion,Gurugram,"Jambusar (GJ), Panoli (GJ), Bharuch",8000.0,4200.0,240.0,,75,high_priority
Pidilite Industries,Chemicals & Petrochemicals,Specialty Chemicals,Adhesives,Penetration,Mumbai,"Vapi (GJ), Roha (MH), Baddi, Alwar",12500.0,6800.0,327.0,,75,high_priority
Whirlpool India,FMCG & Consumer,Consumer Durables,White Goods,Expansion,Gurugram,"Pondicherry, Pune (MH), Faridabad (HR)",7500.0,4500.0,198.0,,75,high_priority
Olam India,FMCG & Consumer,Food Grains Staples,Trading/Processing,Penetration,Singapore,"Cochin (KL), Vizag (AP), Mumbai",8000.0,2000.0,198.0,,75,high_priority
Mercedes-Benz India,Auto & Engineering,Auto Oem,Premium PV,Penetration,Pune,Chakan (MH),25000.0,3000.0,110.0,,75,high_priority
Arvind Ltd,FMCG & Consumer,Textiles Apparel,Fabrics/Garments,Expansion,Ahmedabad,"Naroda (GJ), Ahmedabad, Santej (GJ), Ethiopia",8500.0,25000.0,240.0,,75,high_priority
KRIBHCO,Chemicals & Petrochemicals,Fertilizers,Cooperative,Expansion,Noida,"Hazira (GJ), Shahjahanpur (UP)",11000.0,3500.0,190.0,,75,high_priority
PI Industries,Chemicals & Petrochemicals,Specialty Chemicals,Agrochemicals,Expansion,Gurugram,"Jambusar (GJ), Panoli (GJ), Bharuch",8000.0,4000.0,233.0,,75,high_priority
Tata Projects,Auto & Engineering,Project Cargo,EPC,Penetration,Mumbai,"Mumbai, Hyderabad, Delhi",15000.0,10000.0,195.0,,75,high_priority
Deepak Fertilisers,Chemicals & Petrochemicals,Fertilizers,Private,Expansion,Pune,"Taloja (MH), Dahej (GJ)",8000.0,2500.0,138.0,,70,high_priority
Intas Pharma,FMCG & Consumer,Pharma Healthcare,Formulations,Penetration,Ahmedabad,"Ahmedabad (GJ), Matoda (GJ), Baddi",8000.0,10000.0,104.0,,70,high_priority
Hi-Tech Pipes,Steel & Metals,Steel Pipes Tubes,ERW,Expansion,Delhi,"Sikandrabad (UP), Khopoli (MH), Sanand (GJ), Bangalore, Chennai",4500.0,2000.0,58.0,,70,high_priority
Tata Chemicals,Chemicals & Petrochemicals,Acids Solvents,Multi,Expansion,Mumbai,"Mithapur (GJ), Haldia (WB), Nellore (AP), UK",15000.0,4000.0,98.0,,70,high_priority
Lloyd (Havells),FMCG & Consumer,Consumer Durables,White Goods,Expansion,Noida,"Haridwar (UK), Greater Noida (UP)",5000.0,2500.0,138.0,,70,high_priority
IMFA,Steel & Metals,Non Ferrous Metals,Ferro Alloys,Penetration,Bhubaneswar,"Therubali (OD), Choudwar (OD)",4500.0,3500.0,105.0,,70,high_priority
Shalimar Paints,Chemicals & Petrochemicals,Paints Coatings,Decorative,Expansion,Delhi,"Howrah (WB), Nashik (MH), Sikandrabad (UP)",700.0,1200.0,24.0,,70,high_priority
INOX Air Products,Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Expansion,Mumbai,"Pan-India (Taloja, Dahej, Mundra, Bellary, Chennai)",2800.0,2000.0,86.0,,70,high_priority
Syngenta India,Chemicals & Petrochemicals,Agrochemicals,MNC,Penetration,Pune,"Goa, Coimbatore (TN), Hyderabad",4500.0,2500.0,138.0,,70,high_priority
Escorts Kubota,Auto & Engineering,Two Wheelers Tractors,Tractors,Expansion,Faridabad,"Faridabad (HR), Naultha (HR)",10000.0,6500.0,105.0,,70,high_priority
Page Industries (Jockey),FMCG & Consumer,Textiles Apparel,Innerwear,Expansion,Bangalore,"Bangalore (KA), Hassan (KA)",5000.0,25000.0,138.0,,70,high_priority
Dow Chemicals,Chemicals & Petrochemicals,Petrochemicals Polymers,Polymers,Penetration,Mumbai,"Chakan (MH), Taloja (MH)",8000.0,1500.0,138.0,,70,high_priority
Agro Tech Foods,FMCG & Consumer,Food Grains Staples,Processed Foods,Expansion,Secunderabad,"Kashipur (UK), Hyderabad (TS), Nanded",1400.0,1200.0,46.0,,70,high_priority
Jubilant Ingrevia,Chemicals & Petrochemicals,Specialty Chemicals,Life Science,Penetration,Noida,"Gajraula (UP), Bharuch (GJ), Nanjangud (KA)",4800.0,5500.0,138.0,,70,high_priority
Linde India,Chemicals & Petrochemicals,Industrial Gases,Full Range,Expansion,Kolkata,"Pan-India (Jamshedpur, Taloja, Bellary, Hazira, Chennai)",3200.0,2500.0,95.0,,70,high_priority
Bisleri International,FMCG & Consumer,Beverages,Water,Expansion,Mumbai,"Mumbai, Delhi, Chennai, Kolkata, Hyderabad, Bangalore",3000.0,4000.0,95.0,,70,high_priority
Radico Khaitan,FMCG & Consumer,Beverages,IMFL,Expansion,Delhi,"Rampur (UP), Aurangabad (MH)",3500.0,2000.0,104.0,,70,high_priority
RINL (Vizag Steel),Steel & Metals,Steel Coils,Integrated,Penetration,Vizag,Visakhapatnam (AP),25000.0,16000.0,107.0,,70,high_priority
Ircon International,Steel & Metals,Steel Railways,EPC,Penetration,Delhi,Pan-India,12000.0,4000.0,130.0,,70,high_priority
GNFC Ltd,Chemicals & Petrochemicals,Fertilizers,PSU,Expansion,Bharuch,Bharuch (GJ),7500.0,4500.0,130.0,,70,high_priority
Mondelez India,FMCG & Consumer,Food Processing,Confectionery,Penetration,Mumbai,"Baddi (HP), Sri City (AP), Induri (MH)",10000.0,4000.0,112.0,,70,high_priority
Nagarjuna Fertilisers,Chemicals & Petrochemicals,Fertilizers,Private,Expansion,Hyderabad,"Kakinada (AP), Hyderabad (TS)",6500.0,3000.0,112.0,,70,high_priority
Piramal Pharma,FMCG & Consumer,Pharma Healthcare,CDMO/Formulations,Penetration,Mumbai,"Ahmedabad (GJ), Digwal (TS), UK, USA",8000.0,10000.0,105.0,,70,high_priority
V-Guard Industries,Steel & Metals,Non Ferrous Metals,Cu Cables,Penetration,Kochi,"Coimbatore (TN), Kashipur (UK)",5000.0,3000.0,102.0,,70,high_priority
Jindal Poly Films,Chemicals & Petrochemicals,Petrochemicals Polymers,Films,Penetration,Mumbai,"Nashik (MH), Silvassa",4800.0,2200.0,102.0,,70,high_priority
UltraTech (Captive),Mining & Minerals,Industrial Minerals,Limestone,Penetration,Mumbai,"Rajasthan, Gujarat, AP, MP",0.0,5000.0,115.0,,70,high_priority
SSLT (Sesa Sterlite),Mining & Minerals,Mining Minerals,Iron Ore,Penetration,Mumbai,"Goa, Karnataka",6000.0,2000.0,110.0,,70,high_priority
Sutlej Textiles,FMCG & Consumer,Textiles Apparel,Yarn,Penetration,Ludhiana,"Bhawanimandi (RJ), Damtal (HP), Kathua (J&K)",3500.0,8000.0,103.0,,70,high_priority
Solvent Extractors Assn,Chemicals & Petrochemicals,Acids Solvents,Solvents,Penetration,,"Gujarat, Maharashtra",15000.0,8000.0,115.0,,70,high_priority
IPCA Labs,FMCG & Consumer,Pharma Healthcare,Formulations/API,Penetration,Mumbai,"Ratlam (MP), Pithampur (MP), Silvassa",8500.0,12000.0,104.0,,70,high_priority
Tata Consumer (Sampann),FMCG & Consumer,Food Grains Staples,Staples,Expansion,Mumbai,"Jaipur (RJ), Kolkata (WB), Bangalore",3500.0,2000.0,91.0,,70,high_priority
Hindustan Copper,Steel & Metals,Non Ferrous Metals,Copper,Expansion,Kolkata,"Khetri (RJ), Taloja (MH), Ghatsila (JH), Malanjkhand (MP)",2200.0,4800.0,45.0,,70,high_priority
Galaxy Surfactants,Chemicals & Petrochemicals,Specialty Chemicals,Surfactants,Penetration,Navi Mumbai,"Taloja (MH), Jhagadia (GJ), Egypt",4200.0,2000.0,120.0,,70,high_priority
Alok Industries,FMCG & Consumer,Textiles Apparel,Fabrics/Garments,Penetration,Mumbai,"Silvassa, Vapi (GJ), Navi Mumbai",4000.0,20000.0,120.0,,70,high_priority
DMart (Foods),FMCG & Consumer,Food Processing,Retail,Penetration,Mumbai,Pan-India,25000.0,15000.0,120.0,,70,high_priority
Indigo Paints,Chemicals & Petrochemicals,Paints Coatings,Decorative,Expansion,Pune,"Jodhpur (RJ), Kochi (KL), Pudukkottai (TN), Rajkot (GJ)",1600.0,1800.0,55.0,,70,high_priority
Escorts Kubota,Auto & Engineering,Auto Oem,Tractors,Penetration,Faridabad,Faridabad (HR),10000.0,6000.0,102.0,,70,high_priority
Godawari Power & Ispat,Steel & Metals,Sponge Pig Iron,Sponge/Steel,Expansion,Raipur,"Raipur (CG), Siltara",7000.0,4000.0,107.0,,70,high_priority
GAIL (Projects),Energy & Fuel,Oil Gas Services,Gas,Expansion,Delhi,Pan-India pipelines,120000.0,5000.0,122.0,,70,high_priority
Ola Electric,Auto & Engineering,Two Wheelers Tractors,EV 2W,Expansion,Bangalore,Krishnagiri (TN),5000.0,3500.0,123.0,,70,high_priority
Uflex Ltd,Chemicals & Petrochemicals,Synthetic Fibres,Films,Penetration,Noida,"Noida (UP), Jammu, Dubai",8000.0,8000.0,107.0,,70,high_priority
ABB India,Auto & Engineering,Project Cargo,Transformers,Expansion,Bangalore,"Vadodara (GJ), Bangalore, Nashik",12000.0,5000.0,97.0,,70,high_priority
Sumitomo Chemical,Chemicals & Petrochemicals,Agrochemicals,MNC,Expansion,Mumbai,"Bhavnagar (GJ), Thane (MH)",4200.0,1800.0,124.0,,70,high_priority
JSPL (Sponge),Steel & Metals,Sponge Pig Iron,Sponge/Pellets,Expansion,Delhi,"Angul (OD), Raigarh (CG)",8000.0,5000.0,125.0,,70,high_priority
